study_id,pmid,outcome,timepoint,arm_1_name,arm_1_n,arm_1_mean_or_events,arm_1_sd_or_total,arm_2_name,arm_2_n,arm_2_mean_or_events,arm_2_sd_or_total,reported_effect,reported_ci_or_p,converted_effect_size,converted_effect_se,direction_higher_is_better,extraction_note,verified_by_second_author
FRAIL-076,29310138,frailty_status,,,,,,,,,,,,,,,,
FRAIL-076,29310138,frailty_score,,,,,,,,,,,,,,,,
FRAIL-076,29310138,gait_speed,,,,,,,,,,,,,,,,
FRAIL-076,29310138,sppb,,,,,,,,,,,,,,,,
FRAIL-076,29310138,grip_strength,,,,,,,,,,,,,,,,
FRAIL-076,29310138,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-076,29310138,falls,,,,,,,,,,,,,,,,
FRAIL-076,29310138,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-076,29310138,adherence,,,,,,,,,,,,,,,,
FRAIL-076,29310138,dropout,,,,,,,,,,,,,,,,
FRAIL-076,29310138,adverse_events,,,,,,,,,,,,,,,,
FRAIL-077,28972245,frailty_status,,,,,,,,,,,,,,,,
FRAIL-077,28972245,frailty_score,,,,,,,,,,,,,,,,
FRAIL-077,28972245,gait_speed,,,,,,,,,,,,,,,,
FRAIL-077,28972245,sppb,,,,,,,,,,,,,,,,
FRAIL-077,28972245,grip_strength,,,,,,,,,,,,,,,,
FRAIL-077,28972245,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-077,28972245,falls,,,,,,,,,,,,,,,,
FRAIL-077,28972245,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-077,28972245,adherence,,,,,,,,,,,,,,,,
FRAIL-077,28972245,dropout,,,,,,,,,,,,,,,,
FRAIL-077,28972245,adverse_events,,,,,,,,,,,,,,,,
FRAIL-078,28951766,frailty_status,,,,,,,,,,,,,,,,
FRAIL-078,28951766,frailty_score,,,,,,,,,,,,,,,,
FRAIL-078,28951766,gait_speed,,,,,,,,,,,,,,,,
FRAIL-078,28951766,sppb,,,,,,,,,,,,,,,,
FRAIL-078,28951766,grip_strength,,,,,,,,,,,,,,,,
FRAIL-078,28951766,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-078,28951766,falls,,,,,,,,,,,,,,,,
FRAIL-078,28951766,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-078,28951766,adherence,,,,,,,,,,,,,,,,
FRAIL-078,28951766,dropout,,,,,,,,,,,,,,,,
FRAIL-078,28951766,adverse_events,,,,,,,,,,,,,,,,
FRAIL-079,28514618,frailty_status,,,,,,,,,,,,,,,,
FRAIL-079,28514618,frailty_score,,,,,,,,,,,,,,,,
FRAIL-079,28514618,gait_speed,,,,,,,,,,,,,,,,
FRAIL-079,28514618,sppb,,,,,,,,,,,,,,,,
FRAIL-079,28514618,grip_strength,,,,,,,,,,,,,,,,
FRAIL-079,28514618,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-079,28514618,falls,,,,,,,,,,,,,,,,
FRAIL-079,28514618,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-079,28514618,adherence,,,,,,,,,,,,,,,,
FRAIL-079,28514618,dropout,,,,,,,,,,,,,,,,
FRAIL-079,28514618,adverse_events,,,,,,,,,,,,,,,,
FRAIL-080,28085913,frailty_status,,,,,,,,,,,,,,,,
FRAIL-080,28085913,frailty_score,,,,,,,,,,,,,,,,
FRAIL-080,28085913,gait_speed,,,,,,,,,,,,,,,,
FRAIL-080,28085913,sppb,,,,,,,,,,,,,,,,
FRAIL-080,28085913,grip_strength,,,,,,,,,,,,,,,,
FRAIL-080,28085913,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-080,28085913,falls,,,,,,,,,,,,,,,,
FRAIL-080,28085913,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-080,28085913,adherence,,,,,,,,,,,,,,,,
FRAIL-080,28085913,dropout,,,,,,,,,,,,,,,,
FRAIL-080,28085913,adverse_events,,,,,,,,,,,,,,,,
FRAIL-081,27897406,frailty_status,,,,,,,,,,,,,,,,
FRAIL-081,27897406,frailty_score,,,,,,,,,,,,,,,,
FRAIL-081,27897406,gait_speed,,,,,,,,,,,,,,,,
FRAIL-081,27897406,sppb,,,,,,,,,,,,,,,,
FRAIL-081,27897406,grip_strength,,,,,,,,,,,,,,,,
FRAIL-081,27897406,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-081,27897406,falls,,,,,,,,,,,,,,,,
FRAIL-081,27897406,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-081,27897406,adherence,,,,,,,,,,,,,,,,
FRAIL-081,27897406,dropout,,,,,,,,,,,,,,,,
FRAIL-081,27897406,adverse_events,,,,,,,,,,,,,,,,
FRAIL-082,27695646,frailty_status,,,,,,,,,,,,,,,,
FRAIL-082,27695646,frailty_score,,,,,,,,,,,,,,,,
FRAIL-082,27695646,gait_speed,,,,,,,,,,,,,,,,
FRAIL-082,27695646,sppb,,,,,,,,,,,,,,,,
FRAIL-082,27695646,grip_strength,,,,,,,,,,,,,,,,
FRAIL-082,27695646,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-082,27695646,falls,,,,,,,,,,,,,,,,
FRAIL-082,27695646,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-082,27695646,adherence,,,,,,,,,,,,,,,,
FRAIL-082,27695646,dropout,,,,,,,,,,,,,,,,
FRAIL-082,27695646,adverse_events,,,,,,,,,,,,,,,,
FRAIL-083,27178766,frailty_status,,,,,,,,,,,,,,,,
FRAIL-083,27178766,frailty_score,,,,,,,,,,,,,,,,
FRAIL-083,27178766,gait_speed,,,,,,,,,,,,,,,,
FRAIL-083,27178766,sppb,,,,,,,,,,,,,,,,
FRAIL-083,27178766,grip_strength,,,,,,,,,,,,,,,,
FRAIL-083,27178766,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-083,27178766,falls,,,,,,,,,,,,,,,,
FRAIL-083,27178766,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-083,27178766,adherence,,,,,,,,,,,,,,,,
FRAIL-083,27178766,dropout,,,,,,,,,,,,,,,,
FRAIL-083,27178766,adverse_events,,,,,,,,,,,,,,,,
FRAIL-084,27175793,frailty_status,,,,,,,,,,,,,,,,
FRAIL-084,27175793,frailty_score,,,,,,,,,,,,,,,,
FRAIL-084,27175793,gait_speed,,,,,,,,,,,,,,,,
FRAIL-084,27175793,sppb,,,,,,,,,,,,,,,,
FRAIL-084,27175793,grip_strength,,,,,,,,,,,,,,,,
FRAIL-084,27175793,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-084,27175793,falls,,,,,,,,,,,,,,,,
FRAIL-084,27175793,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-084,27175793,adherence,,,,,,,,,,,,,,,,
FRAIL-084,27175793,dropout,,,,,,,,,,,,,,,,
FRAIL-084,27175793,adverse_events,,,,,,,,,,,,,,,,
FRAIL-085,26786203,frailty_status,,,,,,,,,,,,,,,,
FRAIL-085,26786203,frailty_score,,,,,,,,,,,,,,,,
FRAIL-085,26786203,gait_speed,,,,,,,,,,,,,,,,
FRAIL-085,26786203,sppb,,,,,,,,,,,,,,,,
FRAIL-085,26786203,grip_strength,,,,,,,,,,,,,,,,
FRAIL-085,26786203,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-085,26786203,falls,,,,,,,,,,,,,,,,
FRAIL-085,26786203,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-085,26786203,adherence,,,,,,,,,,,,,,,,
FRAIL-085,26786203,dropout,,,,,,,,,,,,,,,,
FRAIL-085,26786203,adverse_events,,,,,,,,,,,,,,,,
FRAIL-086,26201510,frailty_status,,,,,,,,,,,,,,,,
FRAIL-086,26201510,frailty_score,,,,,,,,,,,,,,,,
FRAIL-086,26201510,gait_speed,,,,,,,,,,,,,,,,
FRAIL-086,26201510,sppb,,,,,,,,,,,,,,,,
FRAIL-086,26201510,grip_strength,,,,,,,,,,,,,,,,
FRAIL-086,26201510,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-086,26201510,falls,,,,,,,,,,,,,,,,
FRAIL-086,26201510,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-086,26201510,adherence,,,,,,,,,,,,,,,,
FRAIL-086,26201510,dropout,,,,,,,,,,,,,,,,
FRAIL-086,26201510,adverse_events,,,,,,,,,,,,,,,,
FRAIL-087,25887235,frailty_status,,,,,,,,,,,,,,,,
FRAIL-087,25887235,frailty_score,,,,,,,,,,,,,,,,
FRAIL-087,25887235,gait_speed,,,,,,,,,,,,,,,,
FRAIL-087,25887235,sppb,,,,,,,,,,,,,,,,
FRAIL-087,25887235,grip_strength,,,,,,,,,,,,,,,,
FRAIL-087,25887235,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-087,25887235,falls,,,,,,,,,,,,,,,,
FRAIL-087,25887235,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-087,25887235,adherence,,,,,,,,,,,,,,,,
FRAIL-087,25887235,dropout,,,,,,,,,,,,,,,,
FRAIL-087,25887235,adverse_events,,,,,,,,,,,,,,,,
FRAIL-088,25659147,frailty_status,,,,,,,,,,,,,,,,
FRAIL-088,25659147,frailty_score,,,,,,,,,,,,,,,,
FRAIL-088,25659147,gait_speed,,,,,,,,,,,,,,,,
FRAIL-088,25659147,sppb,,,,,,,,,,,,,,,,
FRAIL-088,25659147,grip_strength,,,,,,,,,,,,,,,,
FRAIL-088,25659147,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-088,25659147,falls,,,,,,,,,,,,,,,,
FRAIL-088,25659147,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-088,25659147,adherence,,,,,,,,,,,,,,,,
FRAIL-088,25659147,dropout,,,,,,,,,,,,,,,,
FRAIL-088,25659147,adverse_events,,,,,,,,,,,,,,,,
FRAIL-089,25387728,frailty_status,,,,,,,,,,,,,,,,
FRAIL-089,25387728,frailty_score,,,,,,,,,,,,,,,,
FRAIL-089,25387728,gait_speed,,,,,,,,,,,,,,,,
FRAIL-089,25387728,sppb,,,,,,,,,,,,,,,,
FRAIL-089,25387728,grip_strength,,,,,,,,,,,,,,,,
FRAIL-089,25387728,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-089,25387728,falls,,,,,,,,,,,,,,,,
FRAIL-089,25387728,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-089,25387728,adherence,,,,,,,,,,,,,,,,
FRAIL-089,25387728,dropout,,,,,,,,,,,,,,,,
FRAIL-089,25387728,adverse_events,,,,,,,,,,,,,,,,
FRAIL-090,24951180,frailty_status,,,,,,,,,,,,,,,,
FRAIL-090,24951180,frailty_score,,,,,,,,,,,,,,,,
FRAIL-090,24951180,gait_speed,,,,,,,,,,,,,,,,
FRAIL-090,24951180,sppb,,,,,,,,,,,,,,,,
FRAIL-090,24951180,grip_strength,,,,,,,,,,,,,,,,
FRAIL-090,24951180,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-090,24951180,falls,,,,,,,,,,,,,,,,
FRAIL-090,24951180,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-090,24951180,adherence,,,,,,,,,,,,,,,,
FRAIL-090,24951180,dropout,,,,,,,,,,,,,,,,
FRAIL-090,24951180,adverse_events,,,,,,,,,,,,,,,,
FRAIL-091,24742587,frailty_status,,,,,,,,,,,,,,,,
FRAIL-091,24742587,frailty_score,,,,,,,,,,,,,,,,
FRAIL-091,24742587,gait_speed,,,,,,,,,,,,,,,,
FRAIL-091,24742587,sppb,,,,,,,,,,,,,,,,
FRAIL-091,24742587,grip_strength,,,,,,,,,,,,,,,,
FRAIL-091,24742587,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-091,24742587,falls,,,,,,,,,,,,,,,,
FRAIL-091,24742587,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-091,24742587,adherence,,,,,,,,,,,,,,,,
FRAIL-091,24742587,dropout,,,,,,,,,,,,,,,,
FRAIL-091,24742587,adverse_events,,,,,,,,,,,,,,,,
FRAIL-092,23009149,frailty_status,,,,,,,,,,,,,,,,
FRAIL-092,23009149,frailty_score,,,,,,,,,,,,,,,,
FRAIL-092,23009149,gait_speed,,,,,,,,,,,,,,,,
FRAIL-092,23009149,sppb,,,,,,,,,,,,,,,,
FRAIL-092,23009149,grip_strength,,,,,,,,,,,,,,,,
FRAIL-092,23009149,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-092,23009149,falls,,,,,,,,,,,,,,,,
FRAIL-092,23009149,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-092,23009149,adherence,,,,,,,,,,,,,,,,
FRAIL-092,23009149,dropout,,,,,,,,,,,,,,,,
FRAIL-092,23009149,adverse_events,,,,,,,,,,,,,,,,
FRAIL-093,22499461,frailty_status,,,,,,,,,,,,,,,,
FRAIL-093,22499461,frailty_score,,,,,,,,,,,,,,,,
FRAIL-093,22499461,gait_speed,,,,,,,,,,,,,,,,
FRAIL-093,22499461,sppb,,,,,,,,,,,,,,,,
FRAIL-093,22499461,grip_strength,,,,,,,,,,,,,,,,
FRAIL-093,22499461,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-093,22499461,falls,,,,,,,,,,,,,,,,
FRAIL-093,22499461,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-093,22499461,adherence,,,,,,,,,,,,,,,,
FRAIL-093,22499461,dropout,,,,,,,,,,,,,,,,
FRAIL-093,22499461,adverse_events,,,,,,,,,,,,,,,,
FRAIL-094,21449785,frailty_status,,,,,,,,,,,,,,,,
FRAIL-094,21449785,frailty_score,,,,,,,,,,,,,,,,
FRAIL-094,21449785,gait_speed,,,,,,,,,,,,,,,,
FRAIL-094,21449785,sppb,,,,,,,,,,,,,,,,
FRAIL-094,21449785,grip_strength,,,,,,,,,,,,,,,,
FRAIL-094,21449785,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-094,21449785,falls,,,,,,,,,,,,,,,,
FRAIL-094,21449785,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-094,21449785,adherence,,,,,,,,,,,,,,,,
FRAIL-094,21449785,dropout,,,,,,,,,,,,,,,,
FRAIL-094,21449785,adverse_events,,,,,,,,,,,,,,,,
FRAIL-095,18364384,frailty_status,,,,,,,,,,,,,,,,
FRAIL-095,18364384,frailty_score,,,,,,,,,,,,,,,,
FRAIL-095,18364384,gait_speed,,,,,,,,,,,,,,,,
FRAIL-095,18364384,sppb,,,,,,,,,,,,,,,,
FRAIL-095,18364384,grip_strength,,,,,,,,,,,,,,,,
FRAIL-095,18364384,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-095,18364384,falls,,,,,,,,,,,,,,,,
FRAIL-095,18364384,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-095,18364384,adherence,,,,,,,,,,,,,,,,
FRAIL-095,18364384,dropout,,,,,,,,,,,,,,,,
FRAIL-095,18364384,adverse_events,,,,,,,,,,,,,,,,
FRAIL-096,42066553,frailty_status,,,,,,,,,,,,,,,,
FRAIL-096,42066553,frailty_score,,,,,,,,,,,,,,,,
FRAIL-096,42066553,gait_speed,,,,,,,,,,,,,,,,
FRAIL-096,42066553,sppb,,,,,,,,,,,,,,,,
FRAIL-096,42066553,grip_strength,,,,,,,,,,,,,,,,
FRAIL-096,42066553,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-096,42066553,falls,,,,,,,,,,,,,,,,
FRAIL-096,42066553,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-096,42066553,adherence,,,,,,,,,,,,,,,,
FRAIL-096,42066553,dropout,,,,,,,,,,,,,,,,
FRAIL-096,42066553,adverse_events,,,,,,,,,,,,,,,,
FRAIL-097,41805014,frailty_status,,,,,,,,,,,,,,,,
FRAIL-097,41805014,frailty_score,,,,,,,,,,,,,,,,
FRAIL-097,41805014,gait_speed,,,,,,,,,,,,,,,,
FRAIL-097,41805014,sppb,,,,,,,,,,,,,,,,
FRAIL-097,41805014,grip_strength,,,,,,,,,,,,,,,,
FRAIL-097,41805014,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-097,41805014,falls,,,,,,,,,,,,,,,,
FRAIL-097,41805014,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-097,41805014,adherence,,,,,,,,,,,,,,,,
FRAIL-097,41805014,dropout,,,,,,,,,,,,,,,,
FRAIL-097,41805014,adverse_events,,,,,,,,,,,,,,,,
FRAIL-098,41397660,frailty_status,,,,,,,,,,,,,,,,
FRAIL-098,41397660,frailty_score,,,,,,,,,,,,,,,,
FRAIL-098,41397660,gait_speed,,,,,,,,,,,,,,,,
FRAIL-098,41397660,sppb,,,,,,,,,,,,,,,,
FRAIL-098,41397660,grip_strength,,,,,,,,,,,,,,,,
FRAIL-098,41397660,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-098,41397660,falls,,,,,,,,,,,,,,,,
FRAIL-098,41397660,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-098,41397660,adherence,,,,,,,,,,,,,,,,
FRAIL-098,41397660,dropout,,,,,,,,,,,,,,,,
FRAIL-098,41397660,adverse_events,,,,,,,,,,,,,,,,
FRAIL-099,41386386,frailty_status,,,,,,,,,,,,,,,,
FRAIL-099,41386386,frailty_score,,,,,,,,,,,,,,,,
FRAIL-099,41386386,gait_speed,,,,,,,,,,,,,,,,
FRAIL-099,41386386,sppb,,,,,,,,,,,,,,,,
FRAIL-099,41386386,grip_strength,,,,,,,,,,,,,,,,
FRAIL-099,41386386,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-099,41386386,falls,,,,,,,,,,,,,,,,
FRAIL-099,41386386,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-099,41386386,adherence,,,,,,,,,,,,,,,,
FRAIL-099,41386386,dropout,,,,,,,,,,,,,,,,
FRAIL-099,41386386,adverse_events,,,,,,,,,,,,,,,,
FRAIL-100,41190491,frailty_status,,,,,,,,,,,,,,,,
FRAIL-100,41190491,frailty_score,,,,,,,,,,,,,,,,
FRAIL-100,41190491,gait_speed,,,,,,,,,,,,,,,,
FRAIL-100,41190491,sppb,,,,,,,,,,,,,,,,
FRAIL-100,41190491,grip_strength,,,,,,,,,,,,,,,,
FRAIL-100,41190491,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-100,41190491,falls,,,,,,,,,,,,,,,,
FRAIL-100,41190491,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-100,41190491,adherence,,,,,,,,,,,,,,,,
FRAIL-100,41190491,dropout,,,,,,,,,,,,,,,,
FRAIL-100,41190491,adverse_events,,,,,,,,,,,,,,,,
FRAIL-101,39731555,frailty_status,,,,,,,,,,,,,,,,
FRAIL-101,39731555,frailty_score,,,,,,,,,,,,,,,,
FRAIL-101,39731555,gait_speed,,,,,,,,,,,,,,,,
FRAIL-101,39731555,sppb,,,,,,,,,,,,,,,,
FRAIL-101,39731555,grip_strength,,,,,,,,,,,,,,,,
FRAIL-101,39731555,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-101,39731555,falls,,,,,,,,,,,,,,,,
FRAIL-101,39731555,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-101,39731555,adherence,,,,,,,,,,,,,,,,
FRAIL-101,39731555,dropout,,,,,,,,,,,,,,,,
FRAIL-101,39731555,adverse_events,,,,,,,,,,,,,,,,
FRAIL-102,41103092,frailty_status,,,,,,,,,,,,,,,,
FRAIL-102,41103092,frailty_score,,,,,,,,,,,,,,,,
FRAIL-102,41103092,gait_speed,,,,,,,,,,,,,,,,
FRAIL-102,41103092,sppb,,,,,,,,,,,,,,,,
FRAIL-102,41103092,grip_strength,,,,,,,,,,,,,,,,
FRAIL-102,41103092,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-102,41103092,falls,,,,,,,,,,,,,,,,
FRAIL-102,41103092,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-102,41103092,adherence,,,,,,,,,,,,,,,,
FRAIL-102,41103092,dropout,,,,,,,,,,,,,,,,
FRAIL-102,41103092,adverse_events,,,,,,,,,,,,,,,,
FRAIL-103,40977239,frailty_status,,,,,,,,,,,,,,,,
FRAIL-103,40977239,frailty_score,,,,,,,,,,,,,,,,
FRAIL-103,40977239,gait_speed,,,,,,,,,,,,,,,,
FRAIL-103,40977239,sppb,,,,,,,,,,,,,,,,
FRAIL-103,40977239,grip_strength,,,,,,,,,,,,,,,,
FRAIL-103,40977239,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-103,40977239,falls,,,,,,,,,,,,,,,,
FRAIL-103,40977239,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-103,40977239,adherence,,,,,,,,,,,,,,,,
FRAIL-103,40977239,dropout,,,,,,,,,,,,,,,,
FRAIL-103,40977239,adverse_events,,,,,,,,,,,,,,,,
FRAIL-104,40616927,frailty_status,,,,,,,,,,,,,,,,
FRAIL-104,40616927,frailty_score,,,,,,,,,,,,,,,,
FRAIL-104,40616927,gait_speed,,,,,,,,,,,,,,,,
FRAIL-104,40616927,sppb,,,,,,,,,,,,,,,,
FRAIL-104,40616927,grip_strength,,,,,,,,,,,,,,,,
FRAIL-104,40616927,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-104,40616927,falls,,,,,,,,,,,,,,,,
FRAIL-104,40616927,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-104,40616927,adherence,,,,,,,,,,,,,,,,
FRAIL-104,40616927,dropout,,,,,,,,,,,,,,,,
FRAIL-104,40616927,adverse_events,,,,,,,,,,,,,,,,
FRAIL-105,40147475,frailty_status,,,,,,,,,,,,,,,,
FRAIL-105,40147475,frailty_score,,,,,,,,,,,,,,,,
FRAIL-105,40147475,gait_speed,,,,,,,,,,,,,,,,
FRAIL-105,40147475,sppb,,,,,,,,,,,,,,,,
FRAIL-105,40147475,grip_strength,,,,,,,,,,,,,,,,
FRAIL-105,40147475,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-105,40147475,falls,,,,,,,,,,,,,,,,
FRAIL-105,40147475,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-105,40147475,adherence,,,,,,,,,,,,,,,,
FRAIL-105,40147475,dropout,,,,,,,,,,,,,,,,
FRAIL-105,40147475,adverse_events,,,,,,,,,,,,,,,,
FRAIL-106,40121126,frailty_status,,,,,,,,,,,,,,,,
FRAIL-106,40121126,frailty_score,,,,,,,,,,,,,,,,
FRAIL-106,40121126,gait_speed,,,,,,,,,,,,,,,,
FRAIL-106,40121126,sppb,,,,,,,,,,,,,,,,
FRAIL-106,40121126,grip_strength,,,,,,,,,,,,,,,,
FRAIL-106,40121126,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-106,40121126,falls,,,,,,,,,,,,,,,,
FRAIL-106,40121126,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-106,40121126,adherence,,,,,,,,,,,,,,,,
FRAIL-106,40121126,dropout,,,,,,,,,,,,,,,,
FRAIL-106,40121126,adverse_events,,,,,,,,,,,,,,,,
FRAIL-107,40024357,frailty_status,,,,,,,,,,,,,,,,
FRAIL-107,40024357,frailty_score,,,,,,,,,,,,,,,,
FRAIL-107,40024357,gait_speed,,,,,,,,,,,,,,,,
FRAIL-107,40024357,sppb,,,,,,,,,,,,,,,,
FRAIL-107,40024357,grip_strength,,,,,,,,,,,,,,,,
FRAIL-107,40024357,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-107,40024357,falls,,,,,,,,,,,,,,,,
FRAIL-107,40024357,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-107,40024357,adherence,,,,,,,,,,,,,,,,
FRAIL-107,40024357,dropout,,,,,,,,,,,,,,,,
FRAIL-107,40024357,adverse_events,,,,,,,,,,,,,,,,
FRAIL-108,39798411,frailty_status,,,,,,,,,,,,,,,,
FRAIL-108,39798411,frailty_score,,,,,,,,,,,,,,,,
FRAIL-108,39798411,gait_speed,,,,,,,,,,,,,,,,
FRAIL-108,39798411,sppb,,,,,,,,,,,,,,,,
FRAIL-108,39798411,grip_strength,,,,,,,,,,,,,,,,
FRAIL-108,39798411,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-108,39798411,falls,,,,,,,,,,,,,,,,
FRAIL-108,39798411,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-108,39798411,adherence,,,,,,,,,,,,,,,,
FRAIL-108,39798411,dropout,,,,,,,,,,,,,,,,
FRAIL-108,39798411,adverse_events,,,,,,,,,,,,,,,,
FRAIL-109,39736420,frailty_status,,,,,,,,,,,,,,,,
FRAIL-109,39736420,frailty_score,,,,,,,,,,,,,,,,
FRAIL-109,39736420,gait_speed,,,,,,,,,,,,,,,,
FRAIL-109,39736420,sppb,,,,,,,,,,,,,,,,
FRAIL-109,39736420,grip_strength,,,,,,,,,,,,,,,,
FRAIL-109,39736420,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-109,39736420,falls,,,,,,,,,,,,,,,,
FRAIL-109,39736420,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-109,39736420,adherence,,,,,,,,,,,,,,,,
FRAIL-109,39736420,dropout,,,,,,,,,,,,,,,,
FRAIL-109,39736420,adverse_events,,,,,,,,,,,,,,,,
FRAIL-110,39626407,frailty_status,,,,,,,,,,,,,,,,
FRAIL-110,39626407,frailty_score,,,,,,,,,,,,,,,,
FRAIL-110,39626407,gait_speed,,,,,,,,,,,,,,,,
FRAIL-110,39626407,sppb,,,,,,,,,,,,,,,,
FRAIL-110,39626407,grip_strength,,,,,,,,,,,,,,,,
FRAIL-110,39626407,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-110,39626407,falls,,,,,,,,,,,,,,,,
FRAIL-110,39626407,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-110,39626407,adherence,,,,,,,,,,,,,,,,
FRAIL-110,39626407,dropout,,,,,,,,,,,,,,,,
FRAIL-110,39626407,adverse_events,,,,,,,,,,,,,,,,
FRAIL-111,39561465,frailty_status,,,,,,,,,,,,,,,,
FRAIL-111,39561465,frailty_score,,,,,,,,,,,,,,,,
FRAIL-111,39561465,gait_speed,,,,,,,,,,,,,,,,
FRAIL-111,39561465,sppb,,,,,,,,,,,,,,,,
FRAIL-111,39561465,grip_strength,,,,,,,,,,,,,,,,
FRAIL-111,39561465,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-111,39561465,falls,,,,,,,,,,,,,,,,
FRAIL-111,39561465,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-111,39561465,adherence,,,,,,,,,,,,,,,,
FRAIL-111,39561465,dropout,,,,,,,,,,,,,,,,
FRAIL-111,39561465,adverse_events,,,,,,,,,,,,,,,,
FRAIL-112,39500251,frailty_status,,,,,,,,,,,,,,,,
FRAIL-112,39500251,frailty_score,,,,,,,,,,,,,,,,
FRAIL-112,39500251,gait_speed,,,,,,,,,,,,,,,,
FRAIL-112,39500251,sppb,,,,,,,,,,,,,,,,
FRAIL-112,39500251,grip_strength,,,,,,,,,,,,,,,,
FRAIL-112,39500251,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-112,39500251,falls,,,,,,,,,,,,,,,,
FRAIL-112,39500251,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-112,39500251,adherence,,,,,,,,,,,,,,,,
FRAIL-112,39500251,dropout,,,,,,,,,,,,,,,,
FRAIL-112,39500251,adverse_events,,,,,,,,,,,,,,,,
FRAIL-113,39647881,frailty_status,,,,,,,,,,,,,,,,
FRAIL-113,39647881,frailty_score,,,,,,,,,,,,,,,,
FRAIL-113,39647881,gait_speed,,,,,,,,,,,,,,,,
FRAIL-113,39647881,sppb,,,,,,,,,,,,,,,,
FRAIL-113,39647881,grip_strength,,,,,,,,,,,,,,,,
FRAIL-113,39647881,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-113,39647881,falls,,,,,,,,,,,,,,,,
FRAIL-113,39647881,quality_of_life,,,,,,,,,,,,,,,,
