pmid,doi,title,year,journal,url,priority_reason,abstract,screen_decision,fulltext_priority,round2_decision,round2_reason,setting_code,component_code,high_confidence_decision,high_confidence_reason,intervention_node_prelim
23009149,10.1186/1471-2318-12-58,A pilot randomized controlled trial to improve geriatric frailty.,2012,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/23009149/,Community/primary-care frailty RCT candidate,"Few randomized controlled trials (RCTs) report interventions targeting improvement of frailty status as an outcome. This RCT enrolled 117 older adults (65-79 years of age) in Toufen, Taiwan who scored 3-6 on The Chinese Canadian Study of Health and Aging Clinical Frailty Scale Telephone Version and then score ≥1 on the Cardiovascular Health Study Phenotypic Classification of Frailty (CHS_PCF). With a two by two factorial design, subjects were randomly assigned to interventions (Exercise and nutrition, EN, n = 55 or problem solving therapy, PST, n = 57) or controls (non-EN, n = 62 or non-PST, n = 60). Educational booklets were provided to all. EN group subjects received nutrition consultation and a thrice-weekly exercise-training program while PST group subjects received 6 sessions in 3 month. Subjects were followed at 3, 6, and 12 months. Primary outcome was improvement of the CHS_PCF by at least one category (from pre-frail to robust, or from frail to pre-frail or robust) from baseline assessments. One hundred and one completed final assessments. Intention-to-treat analysis with the generalized estimating equation model was applied with adjustment for time and treatment-by-time interactions. Mean age was 71.4 ± 3.7 years, with 59% females. Baseline characteristic were generally comparable between groups. EN group subjects had a higher improvement rate on the primary outcome than non-EN group subjects (45% vs 27%, adjusted p = 0.008) at 3 months, but not 6 or 12 months. They also had more increase of serum 25(OH) vitamin D level (4.9 ± 7.7 vs 1.2 ± 5.4, p = 0.006) and lower percentage of osteopenia (74% vs 89% p = 0.042) at 12 months. PST group subjects had better improvement (2.7 ± 6.1 vs 0.2 ± 6.7, p = 0.035, 6-month) and less deterioration (-3.5 ± 9.7 vs -7.1 ± 8.7, p = 0.036, 12-month) of dominant leg extension power than non-PST subjects. Some secondary outcomes were also improved in control groups (non-EN or non-PST). No adverse effects were reported. The three-month EN intervention resulted in short-term (3-month) frailty status improvement and long-term effect on bone mineral density and serum vitamin D (12-month) among Taiwanese community-dwelling elders. The effect of PST was less pronounced. ClinicalTrials.gov: EC0970301",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,nutrition;digital_home,extract_now,High-confidence community/home/primary-care frailty RCT candidate,nutrition_only
22499461,10.1007/s12603-011-0352-6,Efficacy of a home-based intervention programme on the physical activity level and functional ability of older people using domestic services: a randomised study.,2012,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/22499461/,Community/primary-care frailty RCT candidate,"Our main objective was to assess whether a home-based program supervised by home helpers (HH) during their normal working hours can prevent excessive sedentariness (mainly maximum walking time and distance) and preserve functional status in elderly people at risk for frailty or disability and using domestic services. A four-month, open label, randomised trial with two groups called ""prevention"" and ""control"". In the homes of study participants. The participants were all over 78 years old, lived independently at home, and received the visits of HHs at least once a week. The intervention combined a self-administered exercise program, with 10 g amino-acid supplementation under the supervision of HHs. Main outcome measures included physical activity (the PASE questionnaire), functional tests, nutritional and autonomy scores, and compliance (50% or more was considered satisfactory). Non-parametric methods were used for comparisons between the two groups. A linear regression model was fitted to assess the effect of the intervention on the relative variation of outcomes, adjusted for unbalanced baseline co-variables. One hundred and two persons (prevention n=53, control n=49) with a median age of 85 years were included. Their median Activities of Daily Living and Instrumental Activities of Daily Living (IADL) scores were 6 and 7 respectively. Twenty-three (44%) were good compliers for both interventions. The maximum walking time remained stable while decreasing by 25% in the control group (p=0.0015); and fewer participants had a worsened IADL score in the prevention group (p=0.05). The baseline IADL Score was significantly associated with good compliance to the prevention program (p=0.0011). In good compliers, maximum walking distance and maximum walking time increased by 29.15% (0.0 to 66.7) and 33.3% (-20.0 to 50.0) respectively. This study confirms the feasibility of a prevention program supervised by HHs, and some benefit from the intervention and identifies predictors for better compliance. It will help in the design of prevention trials for elderly people at risk for frailty.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,home,balance;aerobic_walking;nutrition;digital_home,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_plus_nutrition
22744992,10.1002/rnj.25,Wii-hab for pre-frail older adults.,2012,Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,https://pubmed.ncbi.nlm.nih.gov/22744992/,Community/primary-care frailty RCT candidate,"To examine the effectiveness of a novel intervention aimed at decreasing indices related to frailty through systematic, Progressive Functional Rehabilitation (PFR). Pre-frail volunteers were recruited to participate in a 15 week exercise intervention or control group. Those who met study criteria and consented were randomized into one of three groups: control, seated exercise, or Wii(®) -fit. Test measures were completed before and after the 15 week intervention period on all participants. Measures included: Senior Fitness Test, Body Weight, Balance Efficacy Scale, CHAMPS, Late-Life Function and Disability Index, MOS SF-36. Attendance was also recorded. There were improvements on several of the measures included in the Senior Fitness Test including chair stands, arm curls, step 2, six minute walk, sit and reach, and the timed up and go. A few participants did lose weight. All of the differences reflected improved physical functional status in the seated exercise or Wii-fit groups compared with the control group. Increased physical activity was beneficial for all who participated. There were improvements in physical performance scores on several of the measures on the senior fitness test in both the seated exercise and Wii-fit groups. Participants in the Wii-fit group also showed improvement in their reported caloric expenditure and balance confidence. This pilot study suggests a rehabilitation effect that was similar to the effect of community based senior fitness classes. A home video game console system with weight vest could be an effective alternative for pre-frail senior adults to group exercise classes.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,balance;digital_home,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_only
20977392,10.3109/09638288.2010.525288,Factors associated with quality of life and caregiver strain amongst frail older adults referred to a community rehabilitation service: implications for service delivery.,2011,Disability and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/20977392/,Community/primary-care frailty RCT candidate,"To identify factors contributing to reduced quality of life and increased caregiver strain in an older population referred to a community rehabilitation team and to recommend service delivery models. Analytical cross-sectional study arising from baseline assessments from 107 subjects drawn from a randomised controlled trial of community rehabilitation service delivery models. A community rehabilitation team based in Brisbane, Queensland, Australia. Primary outcome variables include quality of life (EQ-5D & VAS) and Carer Strain Index. Predictor variables include participation in functional activities, history of falls, number of medications, number of co-morbidities, depression, environmental hazards, physical function and nutrition. Association between variables assessed using linear regression. Major factors contributing to reduced quality of life were having reduced participation in daily activities, depression, and having poor vision. Having poor nutrition and no longer driving also contributed to poor quality of life. The major factor contributing to increased caregiver strain was reduced participation in daily activities by the older person. Community rehabilitation services working with older populations must adopt models of care that screen for and address a wide range of factors that contribute to poor quality of life and caregiver strain.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,balance;nutrition,exclude_before_extraction,Non-randomized observational design,exercise_plus_nutrition
21449785,10.1056/NEJMoa1008234,"Weight loss, exercise, or both and physical function in obese older adults.",2011,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/21449785/,Community/primary-care frailty RCT candidate,"Obesity exacerbates the age-related decline in physical function and causes frailty in older adults; however, the appropriate treatment for obese older adults is controversial. In this 1-year, randomized, controlled trial, we evaluated the independent and combined effects of weight loss and exercise in 107 adults who were 65 years of age or older and obese. Participants were randomly assigned to a control group, a weight-management (diet) group, an exercise group, or a weight-management-plus-exercise (diet-exercise) group. The primary outcome was the change in score on the modified Physical Performance Test. Secondary outcomes included other measures of frailty, body composition, bone mineral density, specific physical functions, and quality of life. A total of 93 participants (87%) completed the study. In the intention-to-treat analysis, the score on the Physical Performance Test, in which higher scores indicate better physical status, increased more in the diet-exercise group than in the diet group or the exercise group (increases from baseline of 21% vs. 12% and 15%, respectively); the scores in all three of those groups increased more than the scores in the control group (in which the score increased by 1%) (P<0.001 for the between-group differences). Moreover, the peak oxygen consumption improved more in the diet-exercise group than in the diet group or the exercise group (increases of 17% vs. 10% and 8%, respectively; P<0.001); the score on the Functional Status Questionnaire, in which higher scores indicate better physical function, increased more in the diet-exercise group than in the diet group (increase of 10% vs. 4%, P<0.001). Body weight decreased by 10% in the diet group and by 9% in the diet-exercise group, but did not decrease in the exercise group or the control group (P<0.001). Lean body mass and bone mineral density at the hip decreased less in the diet-exercise group than in the diet group (reductions of 3% and 1%, respectively, in the diet-exercise group vs. reductions of 5% and 3%, respectively, in the diet group; P<0.05 for both comparisons). Strength, balance, and gait improved consistently in the diet-exercise group (P<0.05 for all comparisons). Adverse events included a small number of exercise-associated musculoskeletal injuries. These findings suggest that a combination of weight loss and exercise provides greater improvement in physical function than either intervention alone. (Funded by the National Institutes of Health; ClinicalTrials.gov number, NCT00146107.).",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,unclear,resistance;balance;digital_home,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_only
20044155,10.1016/j.archger.2009.12.001,Effects of a physical training and nutritional intervention program in frail elderly people regarding habitual physical activity level and activities of daily living--a randomized controlled pilot study.,2010,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/20044155/,Community/primary-care frailty RCT candidate,"The aim of this randomized controlled pilot study is to describe the effects of a physical training and nutritional intervention program on the physical activity level and activities of daily living (ADL) in frail elderly people. Ninety-six community-dwelling frail elderly people (58 women) above the age of 75 were included in the study. The 12-week physical and/or nutritional intervention program was followed by six months of home-based exercises for the training groups, followed up with training diaries. At baseline the subjects were screened for physical activity level, walking habits, and ADL. These measurements were repeated immediately after the intervention at 3 months, and at 2nd follow-up at 9 months. ADL data were also collected 24 months after baseline at 3rd follow-up. The intention-to-treat analyses showed an increase of the habitual physical activity level and walking duration at 1st follow-up for the two training groups compared to the other groups. These increases remained at 2nd follow-up. The nutrition intervention did not show any significant results. No significant effects on ADL were shown however, there were moderate correlations between increases in physical activity level and ADL as well as between the amounts of home-based exercises and ADL for the two training groups.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,home,aerobic_walking;nutrition;digital_home,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_plus_nutrition
20956842,10.1123/japa.18.4.401,The effect of functional circuit training on physical frailty in frail older adults: a randomized controlled trial.,2010,Journal of aging and physical activity,https://pubmed.ncbi.nlm.nih.gov/20956842/,Community/primary-care frailty RCT candidate,"The purpose of this study was to evaluate whether a 12-wk functional circuit-training program (FCT) could alter markers of physical frailty in a group of frail community-dwelling adults. Fifty-one individuals (31 women, 20 men), mean age (± SD) 84 (± 2.9) yr, met frailty criteria and were randomly assigned into groups (FCT = 26, control group [CG] = 25). FCT underwent a 12-wk exercise program. CG met once a week for health education meetings. Measures of physical frailty, function, strength, balance, and gait speed were assessed at Weeks 0, 12, and 36. Physical-frailty measures in FCT showed significant (p < .05) improvements relative to those in CG (Barthel Index at Weeks 0 and 36: 73.41 (± 2.35) and 77.0 (± 2.38) for the FCT and 70.79 (± 2.53) and 66.73 (± 2.73) for the CG. These data indicate that an FCT program is effective in improving measures of function and reducing physical frailty among frail older adults.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;balance,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_only
20171455,10.1016/S0167-4943(10)70011-X,"The effectiveness of a comprehensive geriatric assessment intervention program for frailty in community-dwelling older people: a randomized, controlled trial.",2010,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/20171455/,Community/primary-care frailty RCT candidate,"This randomized, controlled trial assessed the effectiveness of comprehensive geriatric assessment (CGA) and subsequent intervention in pre-frail and frail community-dwelling elderly based on the Fried Frailty Criteria (FFC) and the Barthel Index (BI) A total of 310 pre-frail or frail elderly from a single community were identified using the FFC. Of these, 152 were randomly assigned to the intervention group for CGA and appropriate intervention by medication adjustment, exercise instruction, nutrition support, physical rehabilitation, social worker consultation, and specialty referral. Clinical outcome was re-evaluated by the FFC and BI 6 months later. Compared to the control group, the intervention group tended to have a better outcome, with an odds ratio (OR) = 1.19, 95% confidence interval (95% CI) = 0.48-3.04, p = 0.71) and 3.29 (95% CI = 0.65-16.64, p = 0.15), respectively, and were less likely to deteriorate, with an OR = 0.78 (95% CI = 0.34-1.79, p = 0.57) and 0.94 (95% CI = 0.42-2.12, p = 0.88), respectively. Although no significant differences were observed, the CGA and subsequent intervention showed a favorable outcome in frail and pre-frail elderly based on the frailty status and BI. Inability to complete the CGA and poor compliance with the intervention program appear to be the main reasons for unfavorable outcomes.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,nutrition;digital_home;multidomain,extract_now,High-confidence community/home/primary-care frailty RCT candidate,multidomain
20009498,10.1007/BF03337731,What is the role played by physical activity and exercise in the frailty syndrome? Perspectives for future research.,2010,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/20009498/,Implementation-relevant frailty RCT candidate,"Exercise and physical activity play an important role in physical frailty, but we do not know if they are markers, components and/or correlates of this syndrome. The purpose of this paper is briefly to discuss the potential roles played by physical activity and exercise on the development and progression of frailty, and to propose directions for future research in this field. Exercise practice lowers the levels of some frailty markers, such as tumor necrosis factor-alpha, interleukin-6, C-reactive protein, and uric acid, and also resistance to insulin. The influence of exercise on the main frailty domains is also well established in the literature. Exercise improves muscle strength, gait speed, cognition (particularly executive control related-tasks), weight maintenance, mood and, to a lesser extent, feelings of energy. Although exercise and physical activity positively influence the main frailty markers and domains, most findings were obtained for other elderly populations (e.g., healthy elderly, clinical populations). For future research, efforts must be made to define some key concepts (exercise or physical activity) in selecting study samples and in establishing intervention length. Attention must also be paid to identifying the most efficacious exercise interventions regarding type, frequency, intensity and session duration, and approaching a dose-response relationship between a physically active life-style and frailty. Thus, further research, especially longitudinal randomized controlled trials, is needed to understand the role of physical activity and exercise in the frailty syndrome.",include_title_abs,A_primary_fulltext,secondary_setting,Hospital/post-acute/residential setting; not primary Indian primary-care scope,hospital_or_postacute,resistance;nutrition;digital_home,exclude_before_extraction,"Disease-specific, post-acute or hospital rehabilitation population",exercise_plus_nutrition
18804874,10.1016/j.archger.2008.05.011,Comparison of 2-year effects of once and twice weekly water exercise on activities of daily living ability of community dwelling frail elderly.,2009,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/18804874/,Community/primary-care frailty RCT candidate,"Previous research suggests that water exercise improves the activities of daily living (ADL) ability of the frail elderly, but the specific frequency and intensity of such programs is unclear. This study aims at comparing the effects of once- and twice-weekly water exercise on the ADL ability of frail elderly receiving nursing care for 2 years. The design is a prospective randomized longitudinal study. Participants were assigned to two different exercise groups (Group 1 and Group 2). Group 1 participated in a 60-min exercise session once a week, for 2 years, while Group 2 attended the session twice a week. Exercise sessions were divided into a 10-min warm-up on land and 50 min of exercise in water. The 50-min water exercise program consisted of 20 min walking, 10 min ADL exercise, 10 min stretching and strength exercises, and 10 min relaxation in water. ADL ability and lower muscle strength were measured before the beginning of exercise and 6 months, 1 year, and 2 years after the program had started. Significant group differences occurred for bathing transfer and stair climbing at the 2-year measurement. These results suggested that at least twice-weekly water exercise was necessary to maintain the ADL ability and KEX of the frail elderly during the 1-year water exercise period and for one additional year afterward.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;aerobic_walking,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_only
19394017,10.1016/j.ijnurstu.2009.03.010,Comparison of three established measures of fear of falling in community-dwelling older adults: psychometric testing.,2009,International journal of nursing studies,https://pubmed.ncbi.nlm.nih.gov/19394017/,Community/primary-care frailty RCT candidate,"Several approaches have emerged for measuring self-reported fear of falling. A comparison of measurement scales' psychometric properties is needed for researchers to choose the proper scale for their study. To compare the psychometric properties of the Falling Efficacy Scale (FES), the Activities-Specific Balance Confidence Scale (ABC) and the Geriatric Fear of Falling Measurement (GFFM). Secondary analysis using baseline and 8-week data from a randomized, controlled trial on fall and fear of falling prevention. Rural area northeast of Taiwan with assessments conducted in participants' homes. Population-based sample of 168 community-dwelling older adults aged 60 and older. During a home visit, a nurse administered the Tinetti Mobility Scale, and asked about the FES, ABC, GFFM, WHOQOL, falls, chronic illnesses and medicines taken. Baseline internal consistency measured using Cronbach's alpha was 0.98 for the FES, 0.96 for the ABC and 0.88 for the GFFM. Baseline concurrent validity between the FES, ABC and GFFM measured using a correlation coefficient was 0.88 (FES vs. ABC), -0.55 (FES vs. GFFM), and -0.57 (ABC vs. GFFM), respectively, p<.001. All three instruments scores were significantly correlated at baseline with physical performance tests and WHOQOL. The GFFM demonstrated responsiveness to change at 8 weeks. The FES, ABC and GFFM demonstrated strong internal consistency reliability. The GFFM had stronger associations with physical and psychosocial functioning and may be more appropriate for studies focused on improving all aspects of fear of falling. Both FES and ABC instruments demonstrated ceiling effects, which may explain the lack of responsiveness to change in relatively non-frail older community-dwelling adults. Instruments sensitive to measuring lower levels of fear of falling are needed to capture the full range of this phenomenon in this population.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,balance;digital_home,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_only
18608400,10.1080/09638280701817552,Comparison two-year effects of once-weekly and twice-weekly water exercise on health-related quality of life of community-dwelling frail elderly people at a day-service facility.,2009,Disability and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/18608400/,Community/primary-care frailty RCT candidate,"The purpose of this study was to compare two-year effects of once-weekly and twice-weekly water exercise programmes at a day-service facility on the health-related quality of life (HRQL) of frail elderly people. This single blind, prospective, longitudinal randomized pilot study separated 22 community-dwelling frail elderly people into once-weekly (once group: n = 10) and twice-weekly (twice group: n = 12) groups: the two-year exercise interventions were once- or twice-weekly 1-h sessions. Water exercise sessions comprised warming-up on land, activities of daily living (ADL) exercise, stretching, strength, and relaxation in water. The HRQL was evaluated using the Medical Outcomes Survey Short Form-36 questionnaire (SF-36); ADL dependence was assessed using the Functional Independence Measure (FIM). Both groups showed significant increases over pre-intervention (pre) scores at 6 months and 12 months on Physical Component Summary and Mental Component Summary. In the once group, both were lower at 24 months than at 6 months and 12 months. The FIM scores were significantly different from pre at 6 months and 12 months in both once and twice groups, and between pre and 24 month in the twice group. Better than once-weekly exercise, twice-weekly water exercise controlled deterioration of HRQL, ADL, and knee extensor muscle strength (KEX) with ageing.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;aerobic_walking,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_only
18364384,10.1210/jc.2007-1473,Effect of weight loss and exercise therapy on bone metabolism and mass in obese older adults: a one-year randomized controlled trial.,2008,The Journal of clinical endocrinology and metabolism,https://pubmed.ncbi.nlm.nih.gov/18364384/,Community/primary-care frailty RCT candidate,"Although weight loss and exercise ameliorates frailty and improves cardiac risk factors in obese older adults, the long-term effect of lifestyle intervention on bone metabolism and mass is unknown. The objective was to evaluate the effects of diet-induced weight loss in conjunction with exercise on bone metabolism and mass in obese older adults. We conducted a one-year randomized, controlled clinical trial in a university-based research center. Twenty-seven frail, obese (body mass index = 39 +/- 5 kg/m(2)), older (age 70 +/- 5 yr) adults participated in the study. Participants were randomly assigned to diet and exercise (treatment group; n = 17) or no therapy (control group; n = 10). Body weight decreased in the treatment group but not in the control group (-10 +/- 2 vs. +1 +/- 1%, P < 0.001). Compared with the control group, the treatment group had greater changes in bone mass, bone markers, and hormones, including 1) bone mineral density (BMD) in total hip (0.1 +/- 2.1 vs. -2.4 +/- 2.5%), trochanter (0.2 +/- 3.3 vs. -3.3 +/- 3.1%), and intertrochanter (0.3 +/- 2.7 vs. -2.7 +/- .3.0%); 2) C-terminal telopeptide (12 +/- 35 vs. 101 +/- 79%) and osteocalcin (-5 +/- 15 vs. 66 +/- 61%); and 3) leptin (2 +/- 12 vs. -30 +/- 25%) and estradiol (0.1 +/- 14% vs. -14 +/- 21%) (all P < 0.05). Changes in weight (r = 0.55), bone markers (r = -0.54), and leptin (r = 0.61) correlated with changes in hip BMD (all P < 0.05). Weight loss, even when combined with exercise, decreases hip BMD in obese older adults. It is not known whether the beneficial effects of weight loss and exercise on physical function lower the overall risk of falls and fractures, despite the decline in hip BMD.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,unclear,balance;multidomain,extract_now,High-confidence community/home/primary-care frailty RCT candidate,multidomain
18431084,10.1007/BF03324763,Effects of a physical and nutritional intervention program for frail elderly people over age 75. A randomized controlled pilot treatment trial.,2008,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/18431084/,Community/primary-care frailty RCT candidate,"There are few studies published that combine the interventions of physical training and nutrition. The aim of the present study was to describe the impact of a physical and nutritional intervention program for frail community- dwelling elderly people over the age of 75. Ninety-six community-dwelling elderly people (58 women) were randomized to four different groups: i) a physical training program (aerobic, muscle strength, balance), ii) a nutritional intervention program (individually targeted advice and group sessions), iii) a combination of these interventions, and iv) a control group. At baseline subjects were screened for physical performance such as muscle strength, balance, mobility and activities of daily living, as well as nutritional aspects such as energy intake, body weight and fat-free mass. These measurements were repeated immediately after the intervention, which lasted for 12 weeks, and after another 6 months. The intention-to-treat analysis indicated significant improvements in lower- extremity muscle strength in both training groups compared with the nutrition group at 1st follow-up. There were small significant changes for some of the balance measurements in the training group without nutrition treatment. The nutrition intervention did not show any significant results. This study shows the positive effect on lower-extremity muscle strength directly after the intervention. Balance training most probably needs to be more individualized in order to be effective for frail elderly people. Further studies are needed, with larger sample sizes, to investigate the effects of these types of interventions before any further conclusions can be drawn.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;balance;aerobic_walking;nutrition,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_plus_nutrition
19039291,10.1007/BF03325155,Home-based video exercise intervention for community-dwelling frail older women: a randomized controlled trial.,2008,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/19039291/,Implementation-relevant frailty RCT candidate,"Home-based exercise is a viable solution for frail elderly individuals with difficulties in reaching exercise facilities outside home. The aim of this study was to determine the effects of a home-based video exercise program on physiological performance, functional capacity and health-related quality of life. Community-dwelling frail women > or = 75 yrs, receiving public home care, were randomized into a training group (n=30) and a control group (n=31). Participants exercised for 26 minutes, three times per week for five months. Both groups received a bi-weekly telephone call. The effect of intervention was evaluated by the physical performance test, mobility-tiredness score, maximal isometric handgrip and biceps strength, lower limb explosive power, repeated chair rise (5 times), 10-m maximal walking-speed, semi-tandem balance, and health-related quality of life, as measured by EQ-5D and self-rated health. Twenty-five participants (83%) in the training group and 28 (90%) in the control group completed the project. Adherence to the training protocol was on average 89.2%. At follow-up, between-group analysis revealed a significant difference only in EQ-5D (valued by time-trade-off tariffs), resulting from a significant decrease observed in the control group and a trend towards an increase in the training group (p=0.082). Significant within-group improvements, ranging from 8-35%, were also observed for the physical performance test, mobility-tiredness score, handgrip, biceps strength, chair rise, and 10-m maximal walking-speed in the training group, and for walking-speed and self-rated health in the control group. These results suggest that home-based training for frail older women using an exercise video induces lasting health-related quality-of-life (EQ- 5D). In addition, a tendency towards improvements in physiological performance and functional capacity was observed.",include_title_abs,A_primary_fulltext,secondary_setting,Hospital/post-acute/residential setting; not primary Indian primary-care scope,hospital_or_postacute,resistance;balance;aerobic_walking;digital_home,exclude_before_extraction,Protocol/design/baseline paper,exercise_only
17624483,10.2340/16501977-0080,Feasibility and effectiveness of a nurse-led community exercise programme for prevention of falls among frail elderly people: a multi-centre controlled trial.,2007,Journal of rehabilitation medicine,https://pubmed.ncbi.nlm.nih.gov/17624483/,Community/primary-care frailty RCT candidate,"To determine whether an exercise programme provided by public health nurses is effective in improving physical function and psychological status in elderly people, in reducing falls and risk factors for falls in elderly people, and whether the intervention is a feasible programme within the community. Controlled intervention trial. Participants included 144 persons in the intervention group and 124 persons in the control group, who were living at home, aged over 65 years, and with 5 or more risk factors for falls identified using the questionnaire for fall assessment (Suzuki). For participants in the intervention group, an exercise programme was provided by public health nurses. This comprised a weekly exercise class of 2 hours for 17 weeks, supplemented by daily home exercises. Number of risk factors, physical function and psychological status were compared between the intervention and control groups before and after intervention. The number of further falls during the intervention was also compared between the 2 groups. The programme significantly improved physical function and emotional status, and reduced the number of falls and risk factors for falls. The excellent adherence rate represented broad acceptance of the intervention. The intervention programme was effective and feasible to operate in the community.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,home,balance;nutrition,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_plus_nutrition
16609319,10.1097/01.mrr.0000194392.18655.49,A network-based geriatric rehabilitation programme: study design and baseline characteristics of the patients.,2006,International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,https://pubmed.ncbi.nlm.nih.gov/16609319/,Community/primary-care frailty RCT candidate,"The objective of this paper is to present the design and participants of an ongoing randomized controlled trial on a network-based geriatric rehabilitation programme, targeted at frail elderly persons with progressively declining health and a high risk of institutionalization. Forty-one municipalities, seven rehabilitation centres and a total of 741 frail elderly (65+years) community-living persons participated in the study. Assessments included measurements of physical capacity (balance, handgrip strength, walking speed), Functional Independence Measure, Geriatric Depression Scale, 15 Dimension quality of life questionnaire and Mini Mental State Examination. Questionnaires covered physical, social and psychological factors. The participants were old (mean age 78 years, range 65-96) and mainly female (86%). They were physically frail and most of them (66%) had experienced deterioration of health within 1 year. The majority lived alone (72%) and received regular help from other people (99%). The mean Mini Mental State Examination and Geriatric Depression Scale scores were 25.2 and 4.1 points, respectively. Depressive mood (Geriatric Depression Scale>6 points) was found in 17% and declined cognitive function (Mini Mental State Examination<24 points) in 28% of the participants. Differences between the randomized intervention and control groups were insignificant. Since the number of participants is sufficient statistically, the prospects for evaluating the effectiveness of the programme, and identifying potential benefactors, are good.",include_title_abs,A_primary_fulltext,exclude,Protocol/design/baseline paper rather than outcome report,community,resistance;balance;aerobic_walking,exclude_before_extraction,Protocol/design/baseline paper,exercise_only
17167299,10.1007/BF03324831,"A randomized, controlled trial of disability prevention in frail older patients screened in primary care: the FRASI study. Design and baseline evaluation.",2006,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/17167299/,Community/primary-care frailty RCT candidate,"We describe the enrollment and intervention phases of FRASI (FRAilty, Screening and Intervention), a randomized controlled trial aimed at preventing ADL disability in frail older persons screened in primary care. Patients, 70-85 years old, non-disabled and noncognitively impaired, were screened for frailty (score < or = 9 on the Short Physical Performance Battery, SPPB) during primary care visits. Of 447 eligible persons, 410 came to the study clinic and 251 were randomized into treatment (n=126) and control groups (n=125). The active group received an intensive medical intervention, and sixteen 90-minute supervised exercise sessions over 8 weeks. The primary outcome was time to ADL disability onset or death in the 12-month period after study enrollment. The two study arms were similar for demographics, cognitive function, physical function and health status. Compared with a population-based sample selected according to FRASI inclusion criteria except SPPB score, FRASI participants had significantly worse health and functional status. Restricting the comparison to persons with SPPB < or = 9, all differences disappeared. The 99 participants (78.6% of 126) who completed the intervention participated in a mean of 15.3+/-1.6 exercise sessions. Screening in primary care for non-disabled, older persons with SPPB < or = 9 yields individuals with substantial morbidity, impairments and functional limitations that can be successfully involved in an intensive medical and exercise intervention. Whether such an intervention effectively prevents new disability remains to be confirmed.",include_title_abs,A_primary_fulltext,secondary_setting,Hospital/post-acute/residential setting; not primary Indian primary-care scope,hospital_or_postacute,digital_home,exclude_before_extraction,"Disease-specific, post-acute or hospital rehabilitation population",digital_home_unclear_intervention
