study_id,pmid,domain,judgement,support_for_judgement,reviewer,second_author_checked,consensus_judgement
FRAIL-119,38430497,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-119,38430497,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-119,38430497,overall,,,Dr Siddalingaiah H S,,
FRAIL-120,38251739,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-120,38251739,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-120,38251739,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-120,38251739,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-120,38251739,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-120,38251739,overall,,,Dr Chandrakala D,,
FRAIL-121,37997084,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-121,37997084,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-121,37997084,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-121,37997084,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-121,37997084,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-121,37997084,overall,,,Dr Siddalingaiah H S,,
FRAIL-122,37026833,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-122,37026833,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-122,37026833,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-122,37026833,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-122,37026833,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-122,37026833,overall,,,Dr Chandrakala D,,
FRAIL-123,36849160,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-123,36849160,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-123,36849160,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-123,36849160,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-123,36849160,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-123,36849160,overall,,,Dr Siddalingaiah H S,,
FRAIL-124,36629088,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-124,36629088,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-124,36629088,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-124,36629088,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-124,36629088,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-124,36629088,overall,,,Dr Chandrakala D,,
FRAIL-125,34417416,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-125,34417416,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-125,34417416,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-125,34417416,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-125,34417416,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-125,34417416,overall,,,Dr Siddalingaiah H S,,
FRAIL-126,36037722,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-126,36037722,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-126,36037722,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-126,36037722,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-126,36037722,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-126,36037722,overall,,,Dr Chandrakala D,,
FRAIL-127,34283997,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-127,34283997,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-127,34283997,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-127,34283997,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-127,34283997,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-127,34283997,overall,,,Dr Siddalingaiah H S,,
FRAIL-128,33975304,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-128,33975304,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-128,33975304,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-128,33975304,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-128,33975304,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-128,33975304,overall,,,Dr Chandrakala D,,
FRAIL-129,33691612,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-129,33691612,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-129,33691612,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-129,33691612,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-129,33691612,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-129,33691612,overall,,,Dr Siddalingaiah H S,,
FRAIL-130,33128790,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-130,33128790,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-130,33128790,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-130,33128790,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-130,33128790,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-130,33128790,overall,,,Dr Chandrakala D,,
FRAIL-131,32858228,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-131,32858228,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-131,32858228,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-131,32858228,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-131,32858228,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-131,32858228,overall,,,Dr Siddalingaiah H S,,
FRAIL-132,32443963,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-132,32443963,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-132,32443963,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-132,32443963,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-132,32443963,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-132,32443963,overall,,,Dr Chandrakala D,,
FRAIL-133,31706917,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-133,31706917,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-133,31706917,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-133,31706917,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-133,31706917,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-133,31706917,overall,,,Dr Siddalingaiah H S,,
FRAIL-134,30528641,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-134,30528641,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-134,30528641,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-134,30528641,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-134,30528641,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-134,30528641,overall,,,Dr Chandrakala D,,
FRAIL-135,29395372,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-135,29395372,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-135,29395372,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-135,29395372,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-135,29395372,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-135,29395372,overall,,,Dr Siddalingaiah H S,,
FRAIL-136,29381526,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-136,29381526,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-136,29381526,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-136,29381526,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-136,29381526,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-136,29381526,overall,,,Dr Chandrakala D,,
FRAIL-137,30328470,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-137,30328470,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-137,30328470,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-137,30328470,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-137,30328470,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-137,30328470,overall,,,Dr Siddalingaiah H S,,
FRAIL-138,30053278,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-138,30053278,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-138,30053278,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-138,30053278,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-138,30053278,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-138,30053278,overall,,,Dr Chandrakala D,,
FRAIL-139,29455058,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-139,29455058,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-139,29455058,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-139,29455058,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-139,29455058,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-139,29455058,overall,,,Dr Siddalingaiah H S,,
FRAIL-140,29183035,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-140,29183035,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-140,29183035,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-140,29183035,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-140,29183035,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-140,29183035,overall,,,Dr Chandrakala D,,
FRAIL-141,28064172,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-141,28064172,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-141,28064172,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-141,28064172,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-141,28064172,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-141,28064172,overall,,,Dr Siddalingaiah H S,,
FRAIL-142,27993489,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-142,27993489,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-142,27993489,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-142,27993489,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-142,27993489,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-142,27993489,overall,,,Dr Chandrakala D,,
FRAIL-143,27588891,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-143,27588891,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-143,27588891,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-143,27588891,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-143,27588891,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-143,27588891,overall,,,Dr Siddalingaiah H S,,
FRAIL-144,27138245,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-144,27138245,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-144,27138245,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-144,27138245,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-144,27138245,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-144,27138245,overall,,,Dr Chandrakala D,,
FRAIL-145,26947059,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-145,26947059,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-145,26947059,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-145,26947059,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-145,26947059,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-145,26947059,overall,,,Dr Siddalingaiah H S,,
FRAIL-146,27032052,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-146,27032052,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-146,27032052,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-146,27032052,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-146,27032052,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-146,27032052,overall,,,Dr Chandrakala D,,
FRAIL-147,26663424,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-147,26663424,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-147,26663424,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-147,26663424,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-147,26663424,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-147,26663424,overall,,,Dr Siddalingaiah H S,,
FRAIL-148,26159634,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-148,26159634,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-148,26159634,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-148,26159634,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-148,26159634,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-148,26159634,overall,,,Dr Chandrakala D,,
FRAIL-149,25659620,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-149,25659620,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-149,25659620,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-149,25659620,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-149,25659620,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-149,25659620,overall,,,Dr Siddalingaiah H S,,
FRAIL-150,27049906,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-150,27049906,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-150,27049906,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-150,27049906,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-150,27049906,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-150,27049906,overall,,,Dr Chandrakala D,,
FRAIL-151,24381025,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-151,24381025,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-151,24381025,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-151,24381025,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-151,24381025,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-151,24381025,overall,,,Dr Siddalingaiah H S,,
FRAIL-152,23906550,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-152,23906550,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-152,23906550,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-152,23906550,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-152,23906550,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-152,23906550,overall,,,Dr Chandrakala D,,
FRAIL-153,23740589,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-153,23740589,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-153,23740589,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-153,23740589,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-153,23740589,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-153,23740589,overall,,,Dr Siddalingaiah H S,,
FRAIL-154,23429407,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-154,23429407,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-154,23429407,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-154,23429407,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-154,23429407,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-154,23429407,overall,,,Dr Chandrakala D,,
FRAIL-155,22879453,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-155,22879453,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-155,22879453,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-155,22879453,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-155,22879453,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-155,22879453,overall,,,Dr Siddalingaiah H S,,
FRAIL-156,22744992,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-156,22744992,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-156,22744992,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-156,22744992,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-156,22744992,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-156,22744992,overall,,,Dr Chandrakala D,,
FRAIL-157,20956842,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-157,20956842,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-157,20956842,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-157,20956842,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-157,20956842,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-157,20956842,overall,,,Dr Siddalingaiah H S,,
FRAIL-158,20171455,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-158,20171455,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-158,20171455,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-158,20171455,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-158,20171455,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-158,20171455,overall,,,Dr Chandrakala D,,
FRAIL-159,20044155,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-159,20044155,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-159,20044155,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-159,20044155,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-159,20044155,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-159,20044155,overall,,,Dr Siddalingaiah H S,,
FRAIL-160,19394017,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-160,19394017,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-160,19394017,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-160,19394017,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-160,19394017,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-160,19394017,overall,,,Dr Chandrakala D,,
FRAIL-161,18804874,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-161,18804874,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-161,18804874,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-161,18804874,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-161,18804874,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-161,18804874,overall,,,Dr Siddalingaiah H S,,
FRAIL-162,18608400,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-162,18608400,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-162,18608400,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-162,18608400,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-162,18608400,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-162,18608400,overall,,,Dr Chandrakala D,,
FRAIL-163,18431084,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-163,18431084,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-163,18431084,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-163,18431084,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-163,18431084,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-163,18431084,overall,,,Dr Siddalingaiah H S,,
FRAIL-164,17624483,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-164,17624483,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-164,17624483,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-164,17624483,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-164,17624483,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-164,17624483,overall,,,Dr Chandrakala D,,
FRAIL-165,16813773,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-165,16813773,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-165,16813773,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-165,16813773,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-165,16813773,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-165,16813773,overall,,,Dr Siddalingaiah H S,,
FRAIL-166,16636211,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-166,16636211,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-166,16636211,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-166,16636211,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-166,16636211,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-166,16636211,overall,,,Dr Chandrakala D,,
FRAIL-167,16510864,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-167,16510864,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-167,16510864,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-167,16510864,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-167,16510864,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-167,16510864,overall,,,Dr Siddalingaiah H S,,
FRAIL-168,15241748,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-168,15241748,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-168,15241748,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-168,15241748,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-168,15241748,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-168,15241748,overall,,,Dr Chandrakala D,,
FRAIL-169,14687360,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-169,14687360,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-169,14687360,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-169,14687360,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-169,14687360,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-169,14687360,overall,,,Dr Siddalingaiah H S,,
FRAIL-170,12588571,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-170,12588571,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-170,12588571,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-170,12588571,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-170,12588571,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-170,12588571,overall,,,Dr Chandrakala D,,
FRAIL-171,12448161,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-171,12448161,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-171,12448161,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-171,12448161,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-171,12448161,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-171,12448161,overall,,,Dr Siddalingaiah H S,,
FRAIL-172,12171453,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-172,12171453,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-172,12171453,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-172,12171453,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-172,12171453,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-172,12171453,overall,,,Dr Chandrakala D,,
FRAIL-173,11427784,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-173,11427784,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-173,11427784,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-173,11427784,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-173,11427784,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-173,11427784,overall,,,Dr Siddalingaiah H S,,
FRAIL-174,11387588,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-174,11387588,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-174,11387588,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-174,11387588,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-174,11387588,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-174,11387588,overall,,,Dr Chandrakala D,,
FRAIL-175,10968301,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-175,10968301,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-175,10968301,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-175,10968301,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-175,10968301,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-175,10968301,overall,,,Dr Siddalingaiah H S,,
FRAIL-176,10896013,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-176,10896013,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-176,10896013,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-176,10896013,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-176,10896013,D5_selection_of_reported_result,,,Dr Chandrakala D,,
FRAIL-176,10896013,overall,,,Dr Chandrakala D,,
FRAIL-177,10496549,D1_randomization_process,,,Dr Siddalingaiah H S,,
FRAIL-177,10496549,D2_deviations_from_intended_interventions,,,Dr Siddalingaiah H S,,
FRAIL-177,10496549,D3_missing_outcome_data,,,Dr Siddalingaiah H S,,
FRAIL-177,10496549,D4_outcome_measurement,,,Dr Siddalingaiah H S,,
FRAIL-177,10496549,D5_selection_of_reported_result,,,Dr Siddalingaiah H S,,
FRAIL-177,10496549,overall,,,Dr Siddalingaiah H S,,
FRAIL-178,10462167,D1_randomization_process,,,Dr Chandrakala D,,
FRAIL-178,10462167,D2_deviations_from_intended_interventions,,,Dr Chandrakala D,,
FRAIL-178,10462167,D3_missing_outcome_data,,,Dr Chandrakala D,,
FRAIL-178,10462167,D4_outcome_measurement,,,Dr Chandrakala D,,
FRAIL-178,10462167,D5_selection_of_reported_result,,,Dr Chandrakala D,,
