title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
Changes in hepatic cell mitochondria during parabiosis between old and young rats,Tauchi Hisashi; Sato Tsuneko,1980.0,Mechanisms of Ageing and Development,10.1016/0047-6374(80)90023-8,,https://doi.org/10.1016/0047-6374(80)90023-8,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,10,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,cellular,controversial,surrogate_or_indirect,,mitochondrial_function,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Change of the hepatic cells in parabiosis between old and young rats,Tauchi Hisashi; Hasegawa Katsumi,1977.0,Mechanisms of Ageing and Development,10.1016/0047-6374(77)90034-3,,https://doi.org/10.1016/0047-6374(77)90034-3,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,10,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,cellular,controversial,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice,Risbud Makarand; Novais Emanuel; Tran Victoria; Darris Kayla; Roupas Alex; Sessions Garrett; Shapiro Irving; Diekman Brian,,,10.21203/rs.3.rs-123815/v1,,https://doi.org/10.21203/rs.3.rs-123815/v1,posted-content,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,10,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Dasatinib and quercetin senolytic treatment delays early onset intervertebral disc degeneration in SM/J mice,Risbud Makarand; Novais Emanuel; Ottone Olivia; Akande Esther; Barve Ruteja,,,10.21203/rs.3.rs-6838819/v1,,https://doi.org/10.21203/rs.3.rs-6838819/v1,posted-content,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,10,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Fasting as Medicine: Mitochondrial and Endothelial Rejuvenation in Vascular Aging.,"Milan M, Troyano-Rodriguez E, Ihuoma J, Negri S, Rudraboina R, Kosmider A, Awasthi S, Balasubramanian P, Conley S, Yabluchanskiy A, Csiszar A, Ungvari Z, de Cabo R, Tarantini S.",2026.0,Aging Cell,10.1111/acel.70372,41521387.0,,review-article; review; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,fasting,surrogate_or_indirect,rejuvenation,mitochondrial_function,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Poly-L-Lactic Acid in Facial Rejuvenation: Volumetric Data Supporting Regenerative Outcomes.,Angelo-Khattar M.,2025.0,Clin Cosmet Investig Dermatol,10.2147/ccid.s566829,41488550.0,,research-article; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,stem_cell,surrogate_or_indirect,rejuvenation,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Endocrine Adaptations to Prolonged Fasting: From Physiology, Clinical Uncertainties, Translational Challenges to Healthspan Implications.","Herman R, Trsan J, Lipar L, Jensterle M, Janez A.",2025.0,Nutrients,10.3390/nu17243949,41470894.0,,review-article; review; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,fasting,surrogate_or_indirect,healthspan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Lifestyle factors affecting aging and healthspan in dogs and cats,"Oh W, Armstrong P, Han H.",2025.0,J Vet Sci,,,,review-article; review; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,lifestyle_bundle,surrogate_or_indirect,healthspan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Probiotic and microbial modulation of polyamine production: an emerging avenue for neuroprotection in neurodegenerative disorders.,"Adhikari T, Saha P.",2026.0,Amino Acids,10.1007/s00726-026-03505-5,41721117.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Probiotic Lactiplantibacillus plantarum OL3246 supports healthy aging by enhancing quality of life, reducing inflammation, and modulating gut microbiota: a pilot study.","Jastrząb R, Małecki A, Kmiecik-Małecka E, Gorzkowska A, Krzystyniak B, Kubas K, Widłak-Kargul J, Wolman D, Matkiewicz K, Nowacka-Chmielewska M, Liśkiewicz D, Grabowska K, Grabowski M, Pondel N, Początek G, Kłodowska G, Mytych J.",2026.0,NPJ Aging,10.1038/s41514-026-00338-0,41629309.0,,research-article; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,inflammaging; microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
NAD&lt;sup&gt;+&lt;/sup&gt; controls circadian rhythmicity during cardiac aging.,"Carpenter BJ, Lecacheur M, Mangold YN, Cui K, Günther S, Vermunt MW, Dierickx P.",2026.0,Commun Biol,10.1038/s42003-026-09818-1,41813966.0,,research-article; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,sleep_circadian,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The role of gut microbiome in aging-associated diseases: where do we stand now and how technology will transform the future.,"Aldriwesh MG, Alotibi RS, Alqurainy N, Alrabiah S, Arafah AM, Alghoribi MF, Ajina R.",2026.0,Gut Microbes,10.1080/19490976.2025.2607076,41454672.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Circadian synchronization between diet and gut microbiota in modulating host's health.,"Ma J, Zhen Y, Weng Y, Lin J, Zhang C, Zhong Y, Zhou J, Wang M.",2026.0,Gut Microbes,10.1080/19490976.2026.2647602,41914045.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,sleep_circadian,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Sex-dependent locus coeruleus vulnerability in Alzheimer's disease: gut dysbiosis as a driver and probiotic intervention as rescue.,"Stapleton HM, Borges DS, Trindade EBSM, Yuan Q.",2026.0,Biol Sex Differ,10.1186/s13293-026-00834-8,41593789.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Examination of shared gut microbiome signatures in aging and Parkinson's disease.,"Tng TJW, Vanan S, Tan EK, Zeng L, Goh WWB, Wong SH, Lim KL.",2026.0,Front Aging Neurosci,10.3389/fnagi.2026.1745455,41907847.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Exercise and nutrition as epigenetic regulators of gene expression: an exploratory scoping review with bibliometric analysis.,"Zhang H, Yu R, Cao S, Liu X, Chen C, Peng F, Qi Y.",2026.0,Front Nutr,10.3389/fnut.2026.1773920,41883413.0,,systematic review; systematic-review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,exercise,surrogate_or_indirect,,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Practical guidelines for exercise prescription in different clinical populations.,"Komici K, Bianco A, Cuomo A, Bianco R, Illario M, Guerra G, Paoli A, Schena F, Iaccarino G.",2026.0,Front Sports Act Living,10.3389/fspor.2026.1649549,41847621.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Partial Reprogramming Is Conserved from Insect to Mammal.,"Tolwinski NS, Fong S, Shankar S, Gruber J.",2026.0,Cells,10.3390/cells15020168,41597242.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,reprogramming,surrogate_or_indirect,,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Metformin Regulation of the Liver Circadian Clock and Metabolic Aging: A Systems Modeling Study.,"Zhang M, Li Y.",2026.0,Metabolites,10.3390/metabo16030208,41893357.0,,research-article; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,sleep_circadian,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The Molecular Exposome of Visible Age Reversal: From Organ-Skin Axes to Regenerative Aesthetics.,Yamada H.,2026.0,Molecules,10.3390/molecules31071147,41976189.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,stem_cell,surrogate_or_indirect,,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"How We Sleep, How We Move, How Long We Expect to Live: An Integrative Review of Lifestyle Behaviors and Subjective Life Expectancy.","Pătru O, Păunescu A, Bena A, Luca S, Văcărescu C, Ciornei AI, Virtosu M, Enache B, Luca CT, Crisan S.",2026.0,Nutrients,10.3390/nu18030515,41683337.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,sleep_circadian,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Gut Microbiota, Probiotics, and Aging: Molecular Mechanisms and Implications for Healthy Aging.",Kim JY.,2026.0,J Microbiol Biotechnol,10.4014/jmb.2511.11046,41555509.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Aging and the microbiome: implications for health and disease.,"Gao W, Lee HY, Min KJ.",2026.0,BMB Rep,,41276282.0,,news; review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Mechanistic Links Between the Gut Microbiome and Longevity Therapeutics,,2026.0,Biomedicines,,,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Metformin for Longevity and Sarcopenia: A Therapeutic Paradox in Aging,"Han S, Yadav M, Wang J.",2026.0,Biomedicines,,,,other,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,metformin,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Research of <i>in vivo</i> reprogramming toward clinical applications in regenerative medicine: A concise review.,"Nakatsukasa Y, Yamada Y, Yamada Y.",2025.0,Regen Ther,10.1016/j.reth.2024.11.008,39678397.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,stem_cell,surrogate_or_indirect,,stem_cell_effects; epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Nicotinamide phosphoribosyltransferase in NAD&lt;sup&gt;+&lt;/sup&gt; metabolism: physiological and pathophysiological implications.,"Zhang W, Ren H, Chen W, Hu B, Feng C, Li P, Shi Y, Fang J.",2025.0,Cell Death Discov,10.1038/s41420-025-02672-w,40775221.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Keeping up with the nicotinamides: NADP(H), the forgotten circadian cofactor that keeps metabolic time.","Palluth L, Takahashi JS, Green CB.",2025.0,Life Metab,10.1093/lifemeta/loaf034,41070198.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,sleep_circadian,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Advances in Longevity: The Intersection of Regenerative Medicine and Cosmetic Dermatology.,"Haykal D, Flament F, Shadev M, Mora P, Puyat C, Dréno B, Zheng Q, Cartier H, Gold M, Cohen S.",2025.0,J Cosmet Dermatol,10.1111/jocd.70356,40671685.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,stem_cell,surrogate_or_indirect,,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
From dysbiosis to longevity: a narrative review into the gut microbiome's impact on aging.,"Tseng CH, Wu CY.",2025.0,J Biomed Sci,10.1186/s12929-025-01179-x,41076537.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Rapamycin for longevity: the pros, the cons, and future perspectives.","Roark KM, Iffland PH.",2025.0,Front Aging,10.3389/fragi.2025.1628187,40620657.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Editorial: Spotlight on aging: role of exercise and nutrition in healthy longevity.,"Paoli A, Siow R, Moro T.",2025.0,Front Aging,10.3389/fragi.2025.1698219,41142200.0,,editorial,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Dynamic Oxidative States: Interplay of Aging, Metabolic Stress, and Circadian Rhythms in Modulating Stroke Severity.","Sun JM, Jan JS, Hsieh CT, Taliyan R, Yang CH, Teng RD, Yen TL.",2025.0,Antioxidants (Basel),10.3390/antiox15010054,41596112.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,sleep_circadian,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Probiotic Modulation in Aging: Strain-Specific Geroprotective Effects in &lt;i&gt;Caenorhabditis elegans&lt;/i&gt;.,"Sciandrone B, Squarzanti DF, Malfa P, Regonesi ME.",2025.0,Int J Mol Sci,10.3390/ijms262211205,41303688.0,,research-article; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Vitamin B3 Ameliorates Sleep Duration and Quality in Clinical and Pre-Clinical Studies.,Weiss C.,2025.0,Nutrients,10.3390/nu17121982,40573093.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,sleep_circadian,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Targeting muscle–vasculature crosstalk in aging through the integrative roles of L-citrulline, leucine, and exercise: focus on muscle metabolism, vascular function, and sarcopenia prevention","Lin X, Zhang Y, Pu J, Peng Y.",,Front Nutr,,,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,8,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Rejuvenation of mesenchymal stromal cells via partial reprogramming enables scalable generation of transcriptionally diverse MSC libraries.,"Tu H, Hosaka A, Hichiwa G, Wang Y, Kazuki K, Tabata T, Osaki M, Nakayama Y, Kanazawa I, Honma K, Kimura MT, Gao X, Ogata N, Abe S, Oshimura M, Kazuki Y.",2026.0,Stem Cell Res Ther,10.1186/s13287-026-04977-8,41862988.0,,journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,abstract_or_metadata_only,No full text link captured,animal_experiment,cellular,reprogramming,surrogate_or_indirect,rejuvenation,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
HARNESSING PROTEIN INTAKE AND MICROBIOME INTERACTIONS TO IMPROVE HEALTHSPAN,Hill Cristal; Vaddi Prerana,2025.0,Innovation in Aging,10.1093/geroni/igaf122.1799,,https://doi.org/10.1093/geroni/igaf122.1799,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,healthspan,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Heterochronic parabiosis uncovers AdipoR1 as a critical player in retinal rejuvenation.,Liu Y; Liu X; Lv J; Zhang Q; Yang Z; Chen X; Gu C; Zhang C,2025.0,Science advances,,40668916.0,https://pubmed.ncbi.nlm.nih.gov/40668916/,Journal Article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,controversial,surrogate_or_indirect,rejuvenation,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Mechanisms, pathways and strategies for rejuvenation through epigenetic reprogramming.",Cipriano A; Moqri M; Maybury-Lewis SY; Rogers-Hammond R; de Jong TA; Parker A; Rasouli S; Schöler HR,2024.0,Nature aging,,38102454.0,https://pubmed.ncbi.nlm.nih.gov/38102454/,Journal Article; Review,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,reprogramming,surrogate_or_indirect,rejuvenation,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Senomorphic, senolytic, and rejuvenation therapies",Zhu Xiang Yang; Lerman Lilach O.,2022.0,Regenerative Nephrology,10.1016/b978-0-12-823318-4.00025-1,,https://doi.org/10.1016/b978-0-12-823318-4.00025-1,book-chapter,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,senolytics,surrogate_or_indirect,rejuvenation,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The Role of Rapamycin in Healthspan Extension via the Delay of Organ Aging,Zhang Yan; Zhang Jinjin; Wang Shixuan,2021.0,Ageing Research Reviews,10.1016/j.arr.2021.101376,,https://doi.org/10.1016/j.arr.2021.101376,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,healthspan,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Aging, Rejuvenation, and Epigenetic Reprogramming: Resetting the Aging Clock",Rando Thomas A.; Chang Howard Y.,2012.0,Cell,10.1016/j.cell.2012.01.003,,https://doi.org/10.1016/j.cell.2012.01.003,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,reprogramming,surrogate_or_indirect,rejuvenation,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Accelerated Aging versus Rejuvenation of the Immune System in Heterochronic Parabiosis,Pishel Iryna; Shytikov Dmytro; Orlova Tatiana; Peregudov Alex; Artyuhov Igor; Butenko Gennadij,2012.0,Rejuvenation Research,10.1089/rej.2012.1331,,https://doi.org/10.1089/rej.2012.1331,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,controversial,surrogate_or_indirect,rejuvenation,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Proof of Concept - The Impact of Resistance Training on Female Biological Age: Evidence from a Sex-Specific Epigenetic Clock (UmmuAge),Collins Christopher,,,10.51224/sportrxiv.825,,https://doi.org/10.51224/sportrxiv.825,posted-content,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,biological_ageing_biomarker,epigenetic clock; biological age,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Decision letter for ""Survey on fecal microbiota transplantation and probiotic use in equine practice in France and Belgium""",,2026.0,,10.1002/vms3.70854/v2/decision1,,https://doi.org/10.1002/vms3.70854/v1/decision1,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Comparison of anti-aging effect of PQQ (Pyrroloquinoline quinone) and NMN/NR (Nicotinamide mononucleotide /Nicotinamide riboside) – possible combination use,Ulpathakumbura Savani; Lu Sicong Kenric; Gunarathne Rasika; Yang John Zhiyong; Liu Johnson; Jin Xiaodong; Zhou Qiang; Lu Jun,2026.0,Ageing Research Reviews,10.1016/j.arr.2025.102992,,https://doi.org/10.1016/j.arr.2025.102992,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Metformin-induced longevity is associated with retrotransposon dynamics in yeast chronological aging,Meneses-Plascencia Jimena; Moreno-Méndez Ericka; Ascencio Diana; Pérez-Aguilar Cesia; Munguía-Figueroa Michelle; Abreu-Goodger Cei; Funes Soledad; DeLuna Alexander,2026.0,Mechanisms of Ageing and Development,10.1016/j.mad.2026.112162,,https://doi.org/10.1016/j.mad.2026.112162,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,metformin,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Two decades of induced pluripotent stem cell research: From discovery to diverse applications.,Yamanaka S.,2026.0,Cell Stem Cell,10.1016/j.stem.2026.02.003,41795426.0,,review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,abstract_or_metadata_only,No full text link captured,in_vitro_study,cellular,stem_cell,surrogate_or_indirect,,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
From wrinkles to malignancy: small-molecule-mediated stem cell approaches in skin aging.,"Alkhammash A, Alotaibi G.",2026.0,Methods,10.1016/j.ymeth.2026.02.003,41655728.0,,review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,abstract_or_metadata_only,No full text link captured,in_vitro_study,cellular,stem_cell,surrogate_or_indirect,,stem_cell_effects,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
