intervention,mechanism,directness,species_model,title
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,unclear,Rapamycin for longevity: opinion article.
exercise,unclear,inferred_from_title_abstract,unclear,"Dietary Protein, Exercise, and Frailty Domains."
rapamycin_mtor,cellular_senescence,inferred_from_title_abstract,human,"Topical rapamycin reduces markers of senescence and aging in human skin: an exploratory, prospective, randomized trial."
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,human,"Topical rapamycin reduces markers of senescence and aging in human skin: an exploratory, prospective, randomized trial."
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.
exercise,unclear,inferred_from_title_abstract,unclear,Physical activity and exercise: Strategies to manage frailty.
sleep_circadian,epigenetic_alterations,inferred_from_title_abstract,unclear,NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.
sleep_circadian,sirtuin_nad,inferred_from_title_abstract,unclear,NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.
senolytics,cellular_senescence,inferred_from_title_abstract,cellular,Senolytic CAR T cells reverse senescence-associated pathologies.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,NAD(+) homeostasis in health and disease.
rapamycin_mtor,stem_cell_effects,inferred_from_title_abstract,cellular,Rapamycin for aging stem cells.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,cellular,Rapamycin for aging stem cells.
exercise,unclear,inferred_from_title_abstract,human,Physical exercise in the prevention and treatment of Alzheimer's disease.
exercise,unclear,inferred_from_title_abstract,unclear,Benefits of exercise training on cerebrovascular and cognitive function in ageing.
exercise,unclear,inferred_from_title_abstract,human,"Preserving Mobility in Older Adults with Physical Frailty and Sarcopenia: Opportunities, Challenges, and Recommendations for Physical Activity Interventions."
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,unclear,Effect of rapamycin on aging and age-related diseases-past and future.
microbiome,microbiome_host,inferred_from_title_abstract,unclear,"Role of gut-brain axis, gut microbial composition, and probiotic intervention in Alzheimer's disease."
exercise,unclear,inferred_from_title_abstract,human,Benefits of Resistance Training in Older Adults.
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,Stem cell aging.
senolytics,cellular_senescence,inferred_from_title_abstract,unclear,Senolytic agent Quercetin ameliorates intervertebral disc degeneration via the Nrf2/NF-κB axis.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,cellular,NAD(+) metabolism and its roles in cellular processes during ageing.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,cellular,Role of NAD(+) in regulating cellular and metabolic signaling pathways.
supplements,unclear,inferred_from_title_abstract,human,Current Evidence and Possible Future Applications of Creatine Supplementation for Older Adults.
controversial,unclear,inferred_from_title_abstract,unclear,"Parabiosis modeling: protocol, application and perspectives."
exercise,unclear,inferred_from_title_abstract,human,[Physical exercise impact on variables related to emotional and functional well-being in older adults].
caloric_restriction,nutrient_sensing,inferred_from_title_abstract,unclear,Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.
stem_cell,inflammaging,inferred_from_title_abstract,cellular,Aged skeletal stem cells generate an inflammatory degenerative niche.
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,Aged skeletal stem cells generate an inflammatory degenerative niche.
exercise,unclear,inferred_from_title_abstract,human,International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing."
caloric_restriction,unclear,inferred_from_title_abstract,unclear,Molecular mechanisms of dietary restriction promoting health and longevity.
exercise,epigenetic_alterations,inferred_from_title_abstract,human,DNA methylation-based biomarkers of aging were slowed down in a two-year diet and physical activity intervention trial: the DAMA study.
fasting,unclear,inferred_from_title_abstract,animal,"Fasting drives the metabolic, molecular and geroprotective effects of a calorie-restricted diet in mice."
microbiome,cellular_senescence,inferred_from_title_abstract,cellular,"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence."
microbiome,microbiome_host,inferred_from_title_abstract,cellular,"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence."
exercise,microbiome_host,inferred_from_title_abstract,unclear,"Multifactorial Mechanism of Sarcopenia and Sarcopenic Obesity. Role of Physical Exercise, Microbiota and Myokines."
senolytics,cellular_senescence,inferred_from_title_abstract,cellular,Targeting cellular senescence with senotherapeutics: senolytics and senomorphics.
exercise,unclear,inferred_from_title_abstract,human,"A Review on Aging, Sarcopenia, Falls, and Resistance Training in Community-Dwelling Older Adults."
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,Stem cells to reverse aging.
controversial,unclear,inferred_from_title_abstract,cellular,Molecular hallmarks of heterochronic parabiosis at single-cell resolution.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,cellular,Restoring nuclear entry of Sirtuin 2 in oligodendrocyte progenitor cells promotes remyelination during ageing.
exercise,unclear,inferred_from_title_abstract,human,[Physical Activity and Mental Health in the Elderly].
fasting,unclear,inferred_from_title_abstract,unclear,"Intermittent and periodic fasting, longevity and disease."
caloric_restriction,unclear,inferred_from_title_abstract,unclear,Dietary restriction and lifespan: adaptive reallocation or somatic sacrifice?
microbiome,microbiome_host,inferred_from_title_abstract,animal,"Fecal microbiota transfer between young and aged mice reverses hallmarks of the aging gut, eye, and brain."
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,Heterochronic parabiosis induces stem cell revitalization and systemic rejuvenation across aged tissues.
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,Ageing and rejuvenation of tissue stem cells and their niches.
senolytics,cellular_senescence,inferred_from_title_abstract,cellular,Cellular senescence and senolytics: the path to the clinic.
lifestyle_bundle,epigenetic_alterations,inferred_from_title_abstract,unclear,"The epigenetic aging, obesity, and lifestyle."
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,human,"The efficacy and safety of β-nicotinamide mononucleotide (NMN) supplementation in healthy middle-aged adults: a randomized, multicenter, double-blind, placebo-controlled, parallel-group, dose-dependent clinical trial."
caloric_restriction,unclear,inferred_from_title_abstract,human,Dietary restriction in senolysis and prevention and treatment of disease.
nad_sirtuin,cellular_senescence,inferred_from_title_abstract,cellular,Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.
nad_sirtuin,mitochondrial_function,inferred_from_title_abstract,cellular,Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.
nad_sirtuin,stem_cell_effects,inferred_from_title_abstract,cellular,Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,cellular,Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.
senolytics,cellular_senescence,inferred_from_title_abstract,unclear,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age."
senolytics,inflammaging,inferred_from_title_abstract,unclear,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age."
controversial,unclear,inferred_from_title_abstract,unclear,Social heterochronic parabiosis.
senolytics,cellular_senescence,inferred_from_title_abstract,animal,Increased cellular senescence in doxorubicin-induced murine ovarian injury: effect of senolytics.
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,Harnessing matrix stiffness to engineer a bone marrow niche for hematopoietic stem cell rejuvenation.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,unclear,Cancer prevention with rapamycin.
senolytics,cellular_senescence,inferred_from_title_abstract,animal,Senolytic vaccination improves normal and pathological age-related phenotypes and increases lifespan in progeroid mice.
caloric_restriction,epigenetic_alterations,inferred_from_title_abstract,human,Effect of long-term caloric restriction on DNA methylation measures of biological aging in healthy adults from the CALERIE trial.
controversial,unclear,inferred_from_title_abstract,animal,Heterochronic parabiosis reprograms the mouse brain transcriptome by shifting aging signatures in multiple cell types.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,unclear,Targeting the biology of aging with mTOR inhibitors.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,human,Evaluation of off-label rapamycin use to promote healthspan in 333 adults.
caloric_restriction,unclear,inferred_from_title_abstract,animal,Prolonged fasting times reap greater geroprotective effects when combined with caloric restriction in adult female mice.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,Sirtuin family in autoimmune diseases.
caloric_restriction,unclear,inferred_from_title_abstract,unclear,The Beneficial and Adverse Effects of Autophagic Response to Caloric Restriction and Fasting.
exercise,unclear,inferred_from_title_abstract,unclear,Editorial: Sarcopenia and frailty: the role of physical activity for better aging.
reprogramming,epigenetic_alterations,inferred_from_title_abstract,unclear,"Mechanisms, pathways and strategies for rejuvenation through epigenetic reprogramming."
caloric_restriction,unclear,inferred_from_title_abstract,unclear,Nutrition and dietary restrictions in cancer prevention.
microbiome,microbiome_host,inferred_from_title_abstract,unclear,The influence of the gut microbiome on ovarian aging.
reprogramming,epigenetic_alterations,inferred_from_title_abstract,unclear,Epigenetic reprogramming as a key to reverse ageing and increase longevity.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,human,Targeting ageing with rapamycin and its derivatives in humans: a systematic review.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,Sirtuins in kidney health and disease.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,The therapeutic perspective of NAD(+) precursors in age-related diseases.
fasting,unclear,inferred_from_title_abstract,human,Fasting-mimicking diet causes hepatic and blood markers changes indicating reduced biological age and disease risk.
reprogramming,epigenetic_alterations,inferred_from_title_abstract,animal,Gene Therapy-Mediated Partial Reprogramming Extends Lifespan and Reverses Age-Related Changes in Aged Mice.
microbiome,microbiome_host,inferred_from_title_abstract,human,Effect of gut microbiome modulation on muscle function and cognition: the PROMOTe randomised controlled trial.
fasting,unclear,inferred_from_title_abstract,human,Intermittent fasting and longevity: From animal models to implication for humans.
senolytics,cellular_senescence,inferred_from_title_abstract,cellular,Targeting Cell Senescence and Senolytics: Novel Interventions for Age-Related Endocrine Dysfunction.
microbiome,microbiome_host,inferred_from_title_abstract,unclear,A specific enterotype derived from gut microbiome of older individuals enables favorable responses to immune checkpoint blockade therapy.
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,Depleting myeloid-biased haematopoietic stem cells rejuvenates aged immunity.
controversial,mitochondrial_function,inferred_from_title_abstract,cellular,Small extracellular vesicles from young plasma reverse age-related functional declines by improving mitochondrial energy metabolism.
senolytics,cellular_senescence,inferred_from_title_abstract,unclear,Senolytic and senomorphic agent procyanidin C1 alleviates structural and functional decline in the aged retina.
fasting,unclear,inferred_from_title_abstract,unclear,Health Benefits of Intermittent Fasting.
microbiome,microbiome_host,inferred_from_title_abstract,unclear,The Gut and Skin Microbiome and Its Association with Aging Clocks.
exercise,unclear,inferred_from_title_abstract,human,Assessing the Clinical Effectiveness of an Exergame-Based Exercise Training Program Using Ring Fit Adventure to Prevent and Postpone Frailty and Sarcopenia Among Older Adults in Rural Long-Term Care Facilities: Randomized Controlled Trial.
exercise,unclear,inferred_from_title_abstract,unclear,Mitigating disuse-induced skeletal muscle atrophy in ageing: Resistance exercise as a critical countermeasure.
fasting,proteostasis_autophagy,inferred_from_title_abstract,unclear,Spermidine is essential for fasting-mediated autophagy and longevity.
exercise,epigenetic_alterations,inferred_from_title_abstract,human,Physical Activity and Epigenetic Aging in Breast Cancer Treatment.
rapamycin_mtor,proteostasis_autophagy,inferred_from_title_abstract,unclear,A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,unclear,A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity.
stem_cell,stem_cell_effects,inferred_from_title_abstract,cellular,The role of the haematopoietic stem cell niche in development and ageing.
reprogramming,epigenetic_alterations,inferred_from_title_abstract,animal,Targeted partial reprogramming of age-associated cell states improves markers of health in mouse models of aging.
senolytics,unclear,inferred_from_title_abstract,unclear,Fisetin as a senotherapeutic agent: Evidence and perspectives for age-related diseases.
caloric_restriction,unclear,inferred_from_title_abstract,animal,Dietary restriction impacts health and lifespan of genetically diverse mice.
exercise,unclear,inferred_from_title_abstract,unclear,Diet and exercise in frailty and sarcopenia. Molecular aspects.
microbiome,microbiome_host,inferred_from_title_abstract,human,"Gut microbiome and bone health: update on mechanisms, clinical correlations, and possible treatment strategies."
nad_sirtuin,nutrient_sensing,inferred_from_title_abstract,unclear,Lithocholic acid binds TULP3 to activate sirtuins and AMPK to slow down ageing.
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,Lithocholic acid binds TULP3 to activate sirtuins and AMPK to slow down ageing.
exercise,unclear,inferred_from_title_abstract,human,"Obesity and Metabolic Disease Impair the Anabolic Response to Protein Supplementation and Resistance Exercise: A Retrospective Analysis of a Randomized Clinical Trial with Implications for Aging, Sarcopenic Obesity, and Weight Management."
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,unclear,Modulating mTOR-dependent astrocyte substate transitions to alleviate neurodegeneration.
senolytics,cellular_senescence,inferred_from_title_abstract,unclear,"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss."
senolytics,inflammaging,inferred_from_title_abstract,unclear,"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss."
senolytics,cellular_senescence,inferred_from_title_abstract,unclear,The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches.
senolytics,epigenetic_alterations,inferred_from_title_abstract,unclear,The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,human,"Test of Rapamycin in Aging Dogs (TRIAD): study design and rationale for a prospective, parallel-group, double-masked, randomized, placebo-controlled, multicenter trial of rapamycin in healthy middle-aged dogs from the Dog Aging Project."
nad_sirtuin,sirtuin_nad,inferred_from_title_abstract,unclear,Roles of Sirtuins in Cardiovascular Diseases: Mechanisms and Therapeutics.
senolytics,cellular_senescence,inferred_from_title_abstract,human,Senolytic treatment for low back pain.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,human,Influence of rapamycin on safety and healthspan metrics after one year: PEARL trial results.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,animal,The geroprotectors trametinib and rapamycin combine additively to extend mouse healthspan and lifespan.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,unclear,YTHDF1 differentiates the contributing roles of mTORC1 in aging.
exercise,unclear,inferred_from_title_abstract,human,Cardiovascular Aging and Exercise: Implications for Heart Failure Prevention and Management.
controversial,unclear,inferred_from_title_abstract,unclear,Heterochronic parabiosis uncovers AdipoR1 as a critical player in retinal rejuvenation.
supplements,unclear,inferred_from_title_abstract,human,Creatine monohydrate supplementation for older adults and clinical populations.
fasting,unclear,inferred_from_title_abstract,human,A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.
reprogramming,epigenetic_alterations,inferred_from_title_abstract,unclear,Prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming.
rapamycin_mtor,cellular_senescence,inferred_from_title_abstract,cellular,mTOR dysregulation induces IL-6 and paracrine AT2 cell senescence impeding lung repair in lymphangioleiomyomatosis.
rapamycin_mtor,inflammaging,inferred_from_title_abstract,cellular,mTOR dysregulation induces IL-6 and paracrine AT2 cell senescence impeding lung repair in lymphangioleiomyomatosis.
rapamycin_mtor,nutrient_sensing,inferred_from_title_abstract,cellular,mTOR dysregulation induces IL-6 and paracrine AT2 cell senescence impeding lung repair in lymphangioleiomyomatosis.
microbiome,microbiome_host,inferred_from_title_abstract,unclear,Aging and the microbiome: implications for health and disease.
caloric_restriction,unclear,inferred_from_title_abstract,unclear,Dietary restriction in aging and longevity.
senolytics,cellular_senescence,inferred_from_title_abstract,animal,Head‐to‐head comparison of two senolytic therapies in a mouse model of tauopathy
lifestyle_bundle,unclear,inferred_from_title_abstract,unclear,Lifestyle factors affecting aging and healthspan in dogs and cats
microbiome,microbiome_host,inferred_from_title_abstract,unclear,Mechanistic Links Between the Gut Microbiome and Longevity Therapeutics
metformin,nutrient_sensing,inferred_from_title_abstract,unclear,"Metformin and epigenetic age in non-diabetic older people with HIV in Madrid (METFORAGING): a double-blind, randomised, placebo-controlled, pilot trial"
metformin,epigenetic_alterations,inferred_from_title_abstract,unclear,"Metformin and epigenetic age in non-diabetic older people with HIV in Madrid (METFORAGING): a double-blind, randomised, placebo-controlled, pilot trial"
metformin,nutrient_sensing,inferred_from_title_abstract,unclear,Metformin for Longevity and Sarcopenia: A Therapeutic Paradox in Aging
exercise,unclear,inferred_from_title_abstract,human,Physical activity attenuates the association between allostatic load and early Alzheimer's disease‐related biomarkers in older adults
exercise,unclear,inferred_from_title_abstract,unclear,"Targeting muscle–vasculature crosstalk in aging through the integrative roles of L-citrulline, leucine, and exercise: focus on muscle metabolism, vascular function, and sarcopenia prevention"
senolytics,cellular_senescence,inferred_from_title_abstract,cellular,The Role of Cellular Senescence and SASP in the Pathogenesis of Atherosclerosis and the Therapeutic Potential of Senolytic Strategies in Cardiovascular Diseases
