source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),ab53819d4be65d698364f12c4c61f7af,Growth Hormone and IGF-1 Axis in Aging and Longevity,,Shimokawa Isao,2017,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_5,,,https://doi.org/10.1007/978-3-319-63001-4_5,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),ba0e6d588e0e7d0363b3ff9ddc56c3cb,Momordica charantia Extract Treatment Extends the Healthy Lifespan of Aging Mice via the Bitter Taste Receptor/mTOR Pathway,,Hiramoto Keiichi; Oikawa Hirotaka,2024,Journal of Ageing and Longevity,10.3390/jal4040021,,,https://doi.org/10.3390/jal4040021,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),4ee3e4757b607825071022960fe3a016,The Mechanistic Target of Rapamycin (mTOR) Pathway as a Target of Anti-aging Therapies: The Role of Rapamycin and Its Analogs in the Regulation of Cellular Processes and Their Impact on Longevity,,Zerdka Julia; Brasse Patryk; Piszka Mateusz; Kwapien Eliza; Kubicka Maria; Bartkowski Jakub; Banach Jan; Dacyl Hubert,2025,Cureus,10.7759/cureus.98514,,,https://doi.org/10.7759/cureus.98514,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),5d7a87c7fded0c316257ea4bf13ad749,Glucocorticoid Hormones in Aging,,Kharwanlang Banteiskhem; Sharma Ramesh,2017,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_3,,,https://doi.org/10.1007/978-3-319-63001-4_3,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),0040029c730468c37c2ae8b27619a559,Hormones of Hypothalamus in Aging,,Kaur Gurcharan; Parkash Jyoti,2017,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_8,,,https://doi.org/10.1007/978-3-319-63001-4_8,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),28e3098f59aac7a309d8d06cabf62418,"Sleep, Ageing, and Cognitive Decline",,Melnattur Krishna,2023,Healthy Ageing and Longevity,10.1007/978-3-031-22468-3_9,,,https://doi.org/10.1007/978-3-031-22468-3_9,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),06cf66f797d0a46ad590c4b5fc62798d,Fasting and Caloric Restriction for Healthy Aging and Longevity,,Sharma Sandeep; Kaur Gurcharan,2021,Healthy Ageing and Longevity,10.1007/978-3-030-83017-5_24,,,https://doi.org/10.1007/978-3-030-83017-5_24,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),5713f63f904a4c5a2bd4e1ea87b32fee,"Rapamycin for longevity: the pros, the cons, and future perspectives",,Roark Kelley M.; Iffland Philip H.,2025,Frontiers in Aging,10.3389/fragi.2025.1628187,,,https://doi.org/10.3389/fragi.2025.1628187,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),984e27beb9de87210e9eecfd0305b1cd,"Metformin and rapamycin are master-keys for understanding the relationship between cell senescent, aging and cancer",,Anisimov Vladimir N.,2013,Aging,10.18632/aging.100561,,,https://doi.org/10.18632/aging.100561,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),f4942035e11838103dad4d89b556aeec,Towards disease-oriented dosing of rapamycin for longevity: does aging exist or only age-related diseases?,,Blagosklonny Mikhail V.,2023,Aging,10.18632/aging.204920,,,https://doi.org/10.18632/aging.204920,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),9978fb5ef32c4ed75611f6983b652958,"Mammalian Target of Rapamycin (mTOR), Aging, Neuroscience, and Their Association with Aging-Related Diseases",,Celebi-Birand Ergul Dilan; Karoglu Elif Tugce; Doldur-Balli Fusun; Adams Michelle M.,2016,Molecules to Medicine with mTOR,10.1016/b978-0-12-802733-2.00007-4,,,https://doi.org/10.1016/b978-0-12-802733-2.00007-4,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),bf7c33a33c161d9efbaa56dfd69247c7,Nutraceuticals and Functional Foods in Aging and Aging-Associated Diseases,,Singh Jatinder Pal; Singh Balwinder; Kaur Amritpal,2021,Healthy Ageing and Longevity,10.1007/978-3-030-83017-5_12,,,https://doi.org/10.1007/978-3-030-83017-5_12,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),f46ba603400d13b030580f9a90f60900,"Corrigendum to: Anti‐aging pharmacology in cutaneous wound healing: Effects of metformin, resveratrol, and rapamycin by local application",,,2022,Aging Cell,10.1111/acel.13561,,,https://doi.org/10.1111/acel.13561,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),414f6e753e736b06b31f48ccf1f3f289,Metformin-induced longevity is associated with retrotransposon dynamics in yeast chronological aging,,Meneses-Plascencia Jimena; Moreno-Méndez Ericka; Ascencio Diana; Pérez-Aguilar Cesia; Munguía-Figueroa Michelle; Abreu-Goodger Cei; Funes Soledad; DeLuna Alexander,2026,Mechanisms of Ageing and Development,10.1016/j.mad.2026.112162,,,https://doi.org/10.1016/j.mad.2026.112162,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),2db4f89980b4791145e0b72d063a25e6,Sleep and Clocks in Aging and Longevity,,,2023,Healthy Ageing and Longevity,10.1007/978-3-031-22468-3,,,https://doi.org/10.1007/978-3-031-22468-3,book,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),899772b3e41b6be3ba42e1f133f17a2d,Mechanisms under Metformin and Rapamycin as Anti-aging Drugs,,Feng Qian; Chen Bangwei; Wang Chuyao; Nie Chao; LI TAO,,,10.22541/au.159372989.91282630,,,https://doi.org/10.22541/au.159372989.91282630,posted-content,True,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),c7510ed17f58aacba226c9d020dc291d,Optimum Sleep for Healthy Ageing,,Mallick Birendra Nath; Mehta Rachna,2023,Healthy Ageing and Longevity,10.1007/978-3-031-22468-3_6,,,https://doi.org/10.1007/978-3-031-22468-3_6,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),90646dcc3bb5d526dc18521141226f7c,Circadian Rhythms and Time-Restricted Eating in Healthy Aging and Longevity,,Bajaj Payal; Kaur Gurcharan,2023,Healthy Ageing and Longevity,10.1007/978-3-031-22468-3_20,,,https://doi.org/10.1007/978-3-031-22468-3_20,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),6c13eeb3eeaa8274879966989745d175,Rapamycin as longevity enhancer and cancer preventative agent in the context of p53 deficiency,,Donehower Lawrence A.,2012,Aging,10.18632/aging.100494,,,https://doi.org/10.18632/aging.100494,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),6e53e1ad183fc7b18ce1fb52d2c9a00d,Environmental and Physiological Cues on the Hypothalamus During Aging,,Nehlin Jan O.,2017,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_9,,,https://doi.org/10.1007/978-3-319-63001-4_9,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),49f7126520518e66fb265c776dd9b6ce,Once again on rapamycin-induced insulin resistance and longevity: despite of or owing to,,Blagosklonny Mikhail V.,2012,Aging,10.18632/aging.100461,,,https://doi.org/10.18632/aging.100461,journal-article,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),221bf6874d7d7856a84e5a362ee19ec2,Diet and Circadian Rhythms: Implications for Aging and Longevity,,Jagota Anita; Khan Zeeshan Akhtar; Khan M. Sultan,2021,Healthy Ageing and Longevity,10.1007/978-3-030-83017-5_19,,,https://doi.org/10.1007/978-3-030-83017-5_19,book-chapter,False,2026-04-23T01:41:23
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),366d8788ef4b2e1b94a85019fc385db8,Early-Life Adjustment of Epigenetic Aging Clock,,Vaiserman Alexander; Lushchak Oleh,2019,Healthy Ageing and Longevity,10.1007/978-3-030-24958-8_14,,,https://doi.org/10.1007/978-3-030-24958-8_14,book-chapter,False,2026-04-23T01:41:23
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",3df667cbd668f2d02abdaa5d114df97f,NAD(+) metabolism and its roles in cellular processes during ageing.,,Covarrubias AJ; Perrone R; Grozio A; Verdin E,2021,Nature reviews. Molecular cell biology,,33353981,,https://pubmed.ncbi.nlm.nih.gov/33353981/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",bb1402d88f16427469b37e004831d1a1,NAD+ and sirtuins in aging and disease.,,Imai S; Guarente L,2014,Trends in cell biology,,24786309,,https://pubmed.ncbi.nlm.nih.gov/24786309/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",78302d6044cde6f578a404a985de94b2,"NAD⁺ in aging, metabolism, and neurodegeneration.",,Verdin E,2015,"Science (New York, N.Y.)",,26785480,,https://pubmed.ncbi.nlm.nih.gov/26785480/,Journal Article; Review,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",d47a5daf89b1dd9457a20fe0f1158b5b,Therapeutic Potential of NAD-Boosting Molecules: The In Vivo Evidence.,,Rajman L; Chwalek K; Sinclair DA,2018,Cell metabolism,,29514064,,https://pubmed.ncbi.nlm.nih.gov/29514064/,Journal Article; Review,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",247b4d10f9d140a6d96d2b979c6e9518,NAD(+) Intermediates: The Biology and Therapeutic Potential of NMN and NR.,,Yoshino J; Baur JA; Imai SI,2018,Cell metabolism,,29249689,,https://pubmed.ncbi.nlm.nih.gov/29249689/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c7d3501623ac1837378092ee1094c38d,NAD(+) homeostasis in health and disease.,,Katsyuba E; Romani M; Hofer D; Auwerx J,2020,Nature metabolism,,32694684,,https://pubmed.ncbi.nlm.nih.gov/32694684/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",a905ac2670562aca7e0280f7a7c44eda,Sirtuin family in autoimmune diseases.,,Tao Z; Jin Z; Wu J; Cai G; Yu X,2023,Frontiers in immunology,,37483618,,https://pubmed.ncbi.nlm.nih.gov/37483618/,"Journal Article; Review; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6647a5f80205019a56b8a2a64ab5b950,Autophagy in kidney homeostasis and disease.,,Tang C; Livingston MJ; Liu Z; Dong Z,2020,Nature reviews. Nephrology,,32704047,,https://pubmed.ncbi.nlm.nih.gov/32704047/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",406a002ab4eeb49ebf0d04627896b039,Role of NAD(+) in regulating cellular and metabolic signaling pathways.,,Amjad S; Nisar S; Bhat AA; Shah AR; Frenneaux MP; Fakhro K; Haris M; Reddy R,2021,Molecular metabolism,,33609766,,https://pubmed.ncbi.nlm.nih.gov/33609766/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",a231ebe5ee531ac992f5850e9d92ab82,SIRT1 and SIRT6: The role in aging-related diseases.,,You Y; Liang W,2023,Biochimica et biophysica acta. Molecular basis of disease,,37499928,,https://pubmed.ncbi.nlm.nih.gov/37499928/,Journal Article; Review,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",584b8eaa31d0f2788622313f04ea31c5,"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing.",,Reiten OK; Wilvang MA; Mitchell SJ; Hu Z; Fang EF,2021,Mechanisms of ageing and development,,34517020,,https://pubmed.ncbi.nlm.nih.gov/34517020/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",198c0794a3e79f63338bfc275ca5d581,The therapeutic perspective of NAD(+) precursors in age-related diseases.,,Iqbal T; Nakagawa T,2024,Biochemical and biophysical research communications,,38340651,,https://pubmed.ncbi.nlm.nih.gov/38340651/,"Journal Article; Review; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",9f7cc3dc61deef46c672ef610bf919e1,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,,Braidy N; Liu Y,2020,Experimental gerontology,,31917996,,https://pubmed.ncbi.nlm.nih.gov/31917996/,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",da8aacab6151c63bf56b82cde8cece6a,Mitochondrial Dysfunction Induces Senescence with a Distinct Secretory Phenotype.,,Wiley CD; Velarde MC; Lecot P; Liu S; Sarnoski EA; Freund A; Shirakawa K; Lim HW,2016,Cell metabolism,,26686024,,https://pubmed.ncbi.nlm.nih.gov/26686024/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c9d706ddd462ecfcf663babc235b0bd6,Pathological mechanisms of kidney disease in ageing.,,Yamamoto T; Isaka Y,2024,Nature reviews. Nephrology,,39025993,,https://pubmed.ncbi.nlm.nih.gov/39025993/,Journal Article; Review,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",95723b1dff05bd34039674c66c188ee3,Lithocholic acid binds TULP3 to activate sirtuins and AMPK to slow down ageing.,,Qu Q; Chen Y; Wang Y; Wang W; Long S; Yang HY; Wu J; Li M,2025,Nature,,39695235,,https://pubmed.ncbi.nlm.nih.gov/39695235/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",7652d1d65763a843ed7a6a486258a2b3,Small molecule activators of sirtuins extend Saccharomyces cerevisiae lifespan.,,Howitz KT; Bitterman KJ; Cohen HY; Lamming DW; Lavu S; Wood JG; Zipkin RE; Chung P,2003,Nature,,12939617,,https://pubmed.ncbi.nlm.nih.gov/12939617/,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6270421ae11cc5dd3cf70dbcbcccf2bf,NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.,,Levine DC; Hong H; Weidemann BJ; Ramsey KM; Affinati AH; Schmidt MS; Cedernaes J; Omura C,2020,Molecular cell,,32369735,,https://pubmed.ncbi.nlm.nih.gov/32369735/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",2e53eef25ea4e31c246ed7863c316d50,CD38 Dictates Age-Related NAD Decline and Mitochondrial Dysfunction through an SIRT3-Dependent Mechanism.,,Camacho-Pereira J; Tarragó MG; Chini CCS; Nin V; Escande C; Warner GM; Puranik AS; Schoon RA,2016,Cell metabolism,,27304511,,https://pubmed.ncbi.nlm.nih.gov/27304511/,Journal Article,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",a50035e2d4e1c1f24f0931787208407a,SIRT4 in ageing.,,He L; Liu Q; Cheng J; Cao M; Zhang S; Wan X; Li J; Tu H,2023,Biogerontology,,37067687,,https://pubmed.ncbi.nlm.nih.gov/37067687/,"Journal Article; Review; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",2d58632b9310108822ea16997f68b462,NAD(+) Metabolism and the Control of Energy Homeostasis: A Balancing Act between Mitochondria and the Nucleus.,,Cantó C; Menzies KJ; Auwerx J,2015,Cell metabolism,,26118927,,https://pubmed.ncbi.nlm.nih.gov/26118927/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",be6dc8ad92bdf4a934f0de062a1ca325,"Nicotinamide mononucleotide, a key NAD(+) intermediate, treats the pathophysiology of diet- and age-induced diabetes in mice.",,Yoshino J; Mills KF; Yoon MJ; Imai S,2011,Cell metabolism,,21982712,,https://pubmed.ncbi.nlm.nih.gov/21982712/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",05079f0f4e1061102b27178854d4eb24,The NAD(+)/Sirtuin Pathway Modulates Longevity through Activation of Mitochondrial UPR and FOXO Signaling.,,Mouchiroud L; Houtkooper RH; Moullan N; Katsyuba E; Ryu D; Cantó C; Mottis A; Jo YS,2013,Cell,,23870130,,https://pubmed.ncbi.nlm.nih.gov/23870130/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",fd95b2a20285c267606a4eeba2f062af,Roles of Sirtuins in Cardiovascular Diseases: Mechanisms and Therapeutics.,,Ding YN; Wang HY; Chen XF; Tang X; Chen HZ,2025,Circulation research,,40014680,,https://pubmed.ncbi.nlm.nih.gov/40014680/,Journal Article; Review,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",0d12ea12cd3d8b4188446a8edbacd35d,Restoring nuclear entry of Sirtuin 2 in oligodendrocyte progenitor cells promotes remyelination during ageing.,,Ma XR; Zhu X; Xiao Y; Gu HM; Zheng SS; Li L; Wang F; Dong ZJ,2022,Nature communications,,35264567,,https://pubmed.ncbi.nlm.nih.gov/35264567/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",47f06f98a0172285e4210fad4e1dac65,Declining NAD(+) induces a pseudohypoxic state disrupting nuclear-mitochondrial communication during aging.,,Gomes AP; Price NL; Ling AJ; Moslehi JJ; Montgomery MK; Rajman L; White JP; Teodoro JS,2013,Cell,,24360282,,https://pubmed.ncbi.nlm.nih.gov/24360282/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",379fdeba3145145b0c8ffd9df9422d82,Impairment of an Endothelial NAD(+)-H(2)S Signaling Network Is a Reversible Cause of Vascular Aging.,,Das A; Huang GX; Bonkowski MS; Longchamp A; Li C; Schultz MB; Kim LJ; Osborne B,2018,Cell,,29570999,,https://pubmed.ncbi.nlm.nih.gov/29570999/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",eaec3eaca6e003f423654648b872f378,Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.,,Wang H; Sun Y; Pi C; Yu X; Gao X; Zhang C; Sun H; Zhang H,2022,International journal of molecular sciences,,36499074,,https://pubmed.ncbi.nlm.nih.gov/36499074/,Journal Article,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",7b0254f75d19bdf3655437b176872d28,A Potent and Specific CD38 Inhibitor Ameliorates Age-Related Metabolic Dysfunction by Reversing Tissue NAD(+) Decline.,,Tarragó MG; Chini CCS; Kanamori KS; Warner GM; Caride A; de Oliveira GC; Rud M; Samani A,2018,Cell metabolism,,29719225,,https://pubmed.ncbi.nlm.nih.gov/29719225/,Journal Article,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",1a9eb369ed84ae1d136f821b76a34bcb,Sirtuins in kidney health and disease.,,Perico L; Remuzzi G; Benigni A,2024,Nature reviews. Nephrology,,38321168,,https://pubmed.ncbi.nlm.nih.gov/38321168/,"Journal Article; Review; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",e17d8fbfc9227ff66aba18cd23210af4,Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.,,Roh E; Kim MS,2020,Biomolecules,,32143417,,https://pubmed.ncbi.nlm.nih.gov/32143417/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",a2731e31cd1e8e80b04b607f3de28cf5,"The brain, sirtuins, and ageing.",,Satoh A; Imai SI; Guarente L,2017,Nature reviews. Neuroscience,,28515492,,https://pubmed.ncbi.nlm.nih.gov/28515492/,"Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",1ce16336b5db7a938e513e6c1d78a471,De novo NAD(+) synthesis enhances mitochondrial function and improves health.,,Katsyuba E; Mottis A; Zietak M; De Franco F; van der Velpen V; Gariani K; Ryu D; Cialabrini L,2018,Nature,,30356218,,https://pubmed.ncbi.nlm.nih.gov/30356218/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",ab1a8db06349c1b9e389defe2d3913a2,"Sirtuins, epigenetics and longevity.",,Wątroba M; Dudek I; Skoda M; Stangret A; Rzodkiewicz P; Szukiewicz D,2017,Ageing research reviews,,28789901,,https://pubmed.ncbi.nlm.nih.gov/28789901/,Journal Article; Review,False,2026-04-23T01:41:27
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",0c2a7707620b6bd6ab76fe4930d22109,Mitochondrial regulation of cardiac aging.,,Wang Y; Li Y; He C; Gou B; Song M,2019,Biochimica et biophysica acta. Molecular basis of disease,,30593894,,https://pubmed.ncbi.nlm.nih.gov/30593894/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",23cd664da321dde1c2a6068ddcc3e3fb,The Molecular Exposome of Visible Age Reversal: From Organ-Skin Axes to Regenerative Aesthetics.,,Yamada H.,2026,Molecules,10.3390/molecules31071147,41976189,PMC13074460,,review-article; review; journal article,False,2026-04-23T01:41:28
