source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm,screen_label,screen_confidence,exclusion_reason,intervention_classes,outcome_terms,evidence_model,retrieval_status,retrieval_note
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),a41760cc396932ce4c1407ff4de784ce,Exploring Senolytic and Senomorphic Properties of Medicinal Plants for Anti-Aging Therapies,,Imb Monika; Véghelyi Zsolt; Maurer Michael; Kühnel Harald,2024.0,International Journal of Molecular Sciences,10.3390/ijms251910419,,,https://doi.org/10.3390/ijms251910419,journal-article,False,2026-04-23T01:41:38,doi:10.3390/ijms251910419,exploring senolytic and senomorphic properties of medicinal plants for anti aging therapies,uncertain,0.45,ageing_outcome_unclear,senolytics,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),d9061fdc62947d810710fb540ae459ef,Targeting Cellular Senescence with Liposome-Encapsulated Fisetin: Evidence of Senomorphic Effect,,Henschke Agata; Grześkowiak Bartosz; Ivashchenko Olena; Sánchez-Cerviño María Celina; Coy Emerson; Moya Sergio,2025.0,International Journal of Molecular Sciences,10.3390/ijms26157489,,,https://doi.org/10.3390/ijms26157489,journal-article,False,2026-04-23T01:41:38,doi:10.3390/ijms26157489,targeting cellular senescence with liposome encapsulated fisetin evidence of senomorphic effect,uncertain,0.55,needs_full_text_or_abstract,senolytics,senescence,cellular,link_available,Full text link or landing page available
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),c5a6a2365f491dc35495bb7b252fd9dd,"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases.",,"Ozdemir SA, Faizan MI, Kaur G, Shaikh SB, Ul Islam K, Rahman I.",2025.0,Int J Mol Sci,10.3390/ijms26199687,41096951.0,PMC12525360,,review-article; review; journal article,False,2026-04-23T01:41:36,doi:10.3390/ijms26199687,heterogeneity of cellular senescence senotyping and targeting by senolytics and senomorphics in lung diseases,uncertain,0.55,needs_full_text_or_abstract,senolytics,senescence,cellular,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",0fdd77cbeaa4f7a9d7748be4b824f44a,Probiotic Modulation in Aging: Strain-Specific Geroprotective Effects in &lt;i&gt;Caenorhabditis elegans&lt;/i&gt;.,,"Sciandrone B, Squarzanti DF, Malfa P, Regonesi ME.",2025.0,Int J Mol Sci,10.3390/ijms262211205,41303688.0,PMC12652852,,research-article; journal article,False,2026-04-23T01:41:50,doi:10.3390/ijms262211205,probiotic modulation in aging strain specific geroprotective effects in lt i gt caenorhabditis elegans lt i gt,uncertain,0.45,ageing_outcome_unclear,microbiome,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),6bbff55c9cd0b4688fff373031c96b1a,Senolytic Treatment Improves Responsiveness to Mechanical Loading in the Skeleton of Aged Mice.,,"Cunningham CJ, Kok HJ, Farr JN, Khosla S, Robling AG.",2025.0,Int J Mol Sci,10.3390/ijms262211233,41303716.0,PMC12653123,,research-article; journal article,False,2026-04-23T01:41:36,doi:10.3390/ijms262211233,senolytic treatment improves responsiveness to mechanical loading in the skeleton of aged mice,uncertain,0.45,ageing_outcome_unclear,senolytics,,animal,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),ba0e6d588e0e7d0363b3ff9ddc56c3cb,Momordica charantia Extract Treatment Extends the Healthy Lifespan of Aging Mice via the Bitter Taste Receptor/mTOR Pathway,,Hiramoto Keiichi; Oikawa Hirotaka,2024.0,Journal of Ageing and Longevity,10.3390/jal4040021,,,https://doi.org/10.3390/jal4040021,journal-article,False,2026-04-23T01:40:44,doi:10.3390/jal4040021,momordica charantia extract treatment extends the healthy lifespan of aging mice via the bitter taste receptor mtor pathway,uncertain,0.55,needs_full_text_or_abstract,rapamycin_mtor,lifespan,animal,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",ea29f885ebc1345c91cd9d813c75d538,Metformin Regulation of the Liver Circadian Clock and Metabolic Aging: A Systems Modeling Study.,,"Zhang M, Li Y.",2026.0,Metabolites,10.3390/metabo16030208,41893357.0,PMC13027763,,research-article; journal article,False,2026-04-23T01:41:28,doi:10.3390/metabo16030208,metformin regulation of the liver circadian clock and metabolic aging a systems modeling study,uncertain,0.45,ageing_outcome_unclear,sleep_circadian; metformin,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",23cd664da321dde1c2a6068ddcc3e3fb,The Molecular Exposome of Visible Age Reversal: From Organ-Skin Axes to Regenerative Aesthetics.,,Yamada H.,2026.0,Molecules,10.3390/molecules31071147,41976189.0,PMC13074460,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.3390/molecules31071147,the molecular exposome of visible age reversal from organ skin axes to regenerative aesthetics,uncertain,0.45,ageing_outcome_unclear,stem_cell,,unclear,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",98ac253faec3f4eadcb9cc41cea793c0,Nicotinamide Riboside and Dihydronicotinic Acid Riboside Synergistically Increase Intracellular NAD+ by Generating Dihydronicotinamide Riboside,,Ciarlo Eleonora; Joffraud Magali; Hayat Faisal; Giner Maria Pilar; Giroud-Gerbetant Judith; Sanchez-Garcia Jose Luis; Rumpler Marie; Moco Sofia,2022.0,Nutrients,10.3390/nu14132752,,,https://doi.org/10.3390/nu14132752,journal-article,False,2026-04-23T01:41:30,doi:10.3390/nu14132752,nicotinamide riboside and dihydronicotinic acid riboside synergistically increase intracellular nad by generating dihydronicotinamide riboside,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,cellular,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",fb851e1b4b5bdc9258762c46df990634,Vitamin B3 Ameliorates Sleep Duration and Quality in Clinical and Pre-Clinical Studies.,,Weiss C.,2025.0,Nutrients,10.3390/nu17121982,40573093.0,PMC12195990,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.3390/nu17121982,vitamin b3 ameliorates sleep duration and quality in clinical and pre clinical studies,uncertain,0.45,ageing_outcome_unclear,sleep_circadian,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",31610d738f1bdfed9b690e4898f6d297,"Endocrine Adaptations to Prolonged Fasting: From Physiology, Clinical Uncertainties, Translational Challenges to Healthspan Implications.",,"Herman R, Trsan J, Lipar L, Jensterle M, Janez A.",2025.0,Nutrients,10.3390/nu17243949,41470894.0,PMC12736288,,review-article; review; journal article,False,2026-04-23T01:41:04,doi:10.3390/nu17243949,endocrine adaptations to prolonged fasting from physiology clinical uncertainties translational challenges to healthspan implications,uncertain,0.55,needs_full_text_or_abstract,fasting,healthspan,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),88cd125ef46d39d2c024e7068732e9a3,"Beneficial Effects of Fisetin, a Senotherapeutic Compound, in Women's Reproductive Health and Diseases: Evidence from In Vitro to Clinical Studies.",,"El Sayed S, Saiyed D, Macri VI, Asamoah-Mensah A, Segars JH, Islam MS.",2026.0,Nutrients,10.3390/nu18030393,41683217.0,PMC12899922,,review-article; review; journal article,False,2026-04-23T01:41:36,doi:10.3390/nu18030393,beneficial effects of fisetin a senotherapeutic compound in women s reproductive health and diseases evidence from in vitro to clinical studies,uncertain,0.45,ageing_outcome_unclear,senolytics,,cellular,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",147a27abbfec188582f05e2ef69e5587,"How We Sleep, How We Move, How Long We Expect to Live: An Integrative Review of Lifestyle Behaviors and Subjective Life Expectancy.",,"Pătru O, Păunescu A, Bena A, Luca S, Văcărescu C, Ciornei AI, Virtosu M, Enache B, Luca CT, Crisan S.",2026.0,Nutrients,10.3390/nu18030515,41683337.0,PMC12899709,,review-article; review; journal article,False,2026-04-23T01:41:13,doi:10.3390/nu18030515,how we sleep how we move how long we expect to live an integrative review of lifestyle behaviors and subjective life expectancy,uncertain,0.45,ageing_outcome_unclear,sleep_circadian; lifestyle_bundle,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),7f8f0339ea132b1fed8b7fc1b7ea903f,From Lifespan to Healthspan: Integrating Nutrition and Physical Activity in Healthy Ageing.,,Sołtysik BK.,2026.0,Nutrients,10.3390/nu18030528,41683350.0,PMC12899802,,introductory journal article; editorial,False,2026-04-23T01:40:43,doi:10.3390/nu18030528,from lifespan to healthspan integrating nutrition and physical activity in healthy ageing,include,0.75,,exercise,lifespan; healthspan,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",c4669174ef3a0f8bd78905ef5256ccf1,"Diet, the Gut Microbiome, and Estrogen Physiology: A Review in Menopausal Health and Interventions.",,"Lim MJS, Parlindungan E, See E, Gan CH, Yap R, Yong GJM.",2026.0,Nutrients,10.3390/nu18071052,41978103.0,PMC13074627,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.3390/nu18071052,diet the gut microbiome and estrogen physiology a review in menopausal health and interventions,uncertain,0.45,ageing_outcome_unclear,microbiome,,human,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",478cf91ce8c00c1451310ce5ac5724d5,A Narrative Review of Nicotinamide Adenine Dinucleotide (NAD)+ Intermediates Nicotinamide Riboside and Nicotinamide Mononucleotide for Keratinocyte Carcinoma Risk Reduction,,Kahn Benjamin; Borrelli Mimi; Libby Tiffany,2022.0,Journal of Drugs in Dermatology,10.36849/jdd.6870,,,https://doi.org/10.36849/jdd.6870,journal-article,False,2026-04-23T01:41:30,doi:10.36849/jdd.6870,a narrative review of nicotinamide adenine dinucleotide nad intermediates nicotinamide riboside and nicotinamide mononucleotide for keratinocyte carcinoma risk reduction,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",84371c05d8f37fb3b0594f38da67cf1f,"Gut Microbiota, Probiotics, and Aging: Molecular Mechanisms and Implications for Healthy Aging.",,Kim JY.,2026.0,J Microbiol Biotechnol,10.4014/jmb.2511.11046,41555509.0,PMC12828327,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.4014/jmb.2511.11046,gut microbiota probiotics and aging molecular mechanisms and implications for healthy aging,uncertain,0.45,ageing_outcome_unclear,microbiome,,unclear,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),d2304df5d8d633027144509b0cfeb295,Senolytic effect of dasatinib and quercetin on human beings,,Tkemaladze Jaba,2019.0,Biomedical Research,10.4066/biomedicalresearch-c1-026,,,https://doi.org/10.4066/biomedicalresearch-c1-026,journal-article,False,2026-04-23T01:41:38,doi:10.4066/biomedicalresearch-c1-026,senolytic effect of dasatinib and quercetin on human beings,uncertain,0.45,ageing_outcome_unclear,senolytics,,human,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",829eb5dc4574de3b87f937baf914463c,Caloric Restriction,,,2018.0,The SAGE Encyclopedia of Lifespan Human Development,10.4135/9781506307633.n113,,,https://doi.org/10.4135/9781506307633.n113,reference-entry,False,2026-04-23T01:41:06,doi:10.4135/9781506307633.n113,caloric restriction,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",d434fc0f2eae9ca85e1b2c8f485042cf,Nicotinamide mononucleotide attenuates hepatic endoplasmic reticulum stress and modulates circadian rhythms in young mice with diet-induced obesity.,,"Kwon SY, Na K, Han Y, Song S, Park YJ.",2026.0,Nutr Res Pract,10.4162/nrp.2026.20.2.220,41970324.0,PMC13062564,,research-article; journal article,False,2026-04-23T01:41:28,doi:10.4162/nrp.2026.20.2.220,nicotinamide mononucleotide attenuates hepatic endoplasmic reticulum stress and modulates circadian rhythms in young mice with diet induced obesity,uncertain,0.45,ageing_outcome_unclear,sleep_circadian,,animal,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",64bbb49db5196df926ffaef9912ea8c9,Resistance Training and Frail Adults,,Boone Tommy,2022.0,Exercise Medicine for the Frailty Syndrome,10.4324/9781003119920-12,,,https://doi.org/10.4324/9781003119920-12,book-chapter,False,2026-04-23T01:41:16,doi:10.4324/9781003119920-12,resistance training and frail adults,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",3026512056a287446a62d1e47811760f,"Aging, health, and physical activity in Iran",,Jahromi Maryam Koushkie,2018.0,"Ageing, Physical Activity and Health",10.4324/9781315167992-12,,,https://doi.org/10.4324/9781315167992-12,book-chapter,False,2026-04-23T01:41:16,doi:10.4324/9781315167992-12,aging health and physical activity in iran,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",75246f081fb69348d2cc1d7cd142e6ba,"Education, physical activity, and healthy aging in Italy",,Cunti Antonia; Bellantonio Sergio,2018.0,"Ageing, Physical Activity and Health",10.4324/9781315167992-14,,,https://doi.org/10.4324/9781315167992-14,book-chapter,False,2026-04-23T01:41:16,doi:10.4324/9781315167992-14,education physical activity and healthy aging in italy,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",caddfb2c365eb8a31eeee1d27fb4723d,Healthy aging in Cuba through physical activity,,Hernández Marta Cañizares,2018.0,"Ageing, Physical Activity and Health",10.4324/9781315167992-8,,,https://doi.org/10.4324/9781315167992-8,book-chapter,False,2026-04-23T01:41:16,doi:10.4324/9781315167992-8,healthy aging in cuba through physical activity,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",5769910762d85bf8d25d6fa836c919c8,Physical and cognitive exercise in ageing,,,2016.0,Handbook of Gerontology Research Methods,10.4324/9781315771533-11,,,https://doi.org/10.4324/9781315771533-11,book-chapter,False,2026-04-23T01:41:16,doi:10.4324/9781315771533-11,physical and cognitive exercise in ageing,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",45bbbad3885641185aaf1b3a0db824cb,Physiological Adaptability to Training and Physical Activity,,,2021.0,Physiology of Exercise and Healthy Aging,10.5040/9781718235922.part-003,,,https://doi.org/10.5040/9781718235922.part-003,other,False,2026-04-23T01:41:16,doi:10.5040/9781718235922.part-003,physiological adaptability to training and physical activity,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",b913418adc501c48fdf9fe1a3d8b9d52,Proof of Concept - The Impact of Resistance Training on Female Biological Age: Evidence from a Sex-Specific Epigenetic Clock (UmmuAge),,Collins Christopher,,,10.51224/sportrxiv.825,,,https://doi.org/10.51224/sportrxiv.825,posted-content,True,2026-04-23T01:40:51,doi:10.51224/sportrxiv.825,proof of concept the impact of resistance training on female biological age evidence from a sex specific epigenetic clock ummuage,uncertain,0.55,needs_full_text_or_abstract,exercise,epigenetic clock; biological age,unclear,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),d128dbba8d8788a8509b409c47f1a503,Cross-senolytic effects of dasatinib and quercetin in humans,,Tkemaladze Jaba,2023.0,GEORGIAN SCIENTISTS,10.52340/2023.05.03.15,,,https://doi.org/10.52340/2023.05.03.15,journal-article,False,2026-04-23T01:41:38,doi:10.52340/2023.05.03.15,cross senolytic effects of dasatinib and quercetin in humans,uncertain,0.45,ageing_outcome_unclear,senolytics,,human,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6d6953ab842ea9cbb74211301a4fb035,Nicotinamide Mononucleotide (NMN) as a Solution of Decrease Nicotinamide Adenine Dinucleotide (NAD+) in Aging,,Mei Permatasari Ni Kadek; Widiantara Bagus Putra I Gusti Ngurah Agung Krisna; Wahyu Purnamasidhi Cokorda Agung,2023.0,International Journal of Research and Review,10.52403/ijrr.20230871,,,https://doi.org/10.52403/ijrr.20230871,journal-article,False,2026-04-23T01:41:30,doi:10.52403/ijrr.20230871,nicotinamide mononucleotide nmn as a solution of decrease nicotinamide adenine dinucleotide nad in aging,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",1f04adddafd5594972fb5aee48df593a,Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],,Redman Leanne,2016.0,,10.5256/f1000research.7686.r12172,,,https://doi.org/10.5256/f1000research.7686.r12172,peer-review,False,2026-04-23T01:41:06,doi:10.5256/f1000research.7686.r12172,peer review report for dietary restriction with and without caloric restriction for healthy aging version 1 peer review 3 approved,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",ded4be93ef3919204bcc1ff03555e202,Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],,Mattison Julie,2016.0,,10.5256/f1000research.7686.r12173,,,https://doi.org/10.5256/f1000research.7686.r12173,peer-review,False,2026-04-23T01:41:06,doi:10.5256/f1000research.7686.r12173,peer review report for dietary restriction with and without caloric restriction for healthy aging version 1 peer review 3 approved,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",53301b0ac92d51917af5473ce2ee873d,Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],,Anderson Rozalyn,2016.0,,10.5256/f1000research.7686.r12174,,,https://doi.org/10.5256/f1000research.7686.r12174,peer-review,False,2026-04-23T01:41:06,doi:10.5256/f1000research.7686.r12174,peer review report for dietary restriction with and without caloric restriction for healthy aging version 1 peer review 3 approved,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",b4a63aff5c76c41050c042a603cc775b,Overview of parabiosis and heterochronic parabiosis research in the context of aging,,Pishel Iryna,2024.0,ExRNA,10.55092/exrna20240006,,,https://doi.org/10.55092/exrna20240006,journal-article,False,2026-04-23T01:41:58,doi:10.55092/exrna20240006,overview of parabiosis and heterochronic parabiosis research in the context of aging,uncertain,0.45,ageing_outcome_unclear,controversial,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c1c57539131708b76f343e45707349d8,"Sequential versus Co-treatment of MitoQ and NMN to Enhance Autophagy, NAD⁺ Metabolism, and Mitochondrial Function in Cellular Senescence, with Exploratory Uncoupler–NMN Synergy in Vascular Aging",,Agent Aubrai,2025.0,,10.55277/researchhub.ez1231cm,,,https://doi.org/10.55277/researchhub.ez1231cm,report,False,2026-04-23T01:41:30,doi:10.55277/researchhub.ez1231cm,sequential versus co treatment of mitoq and nmn to enhance autophagy nad metabolism and mitochondrial function in cellular senescence with exploratory uncoupler nmn synergy in vascular aging,uncertain,0.55,needs_full_text_or_abstract,nad_sirtuin,senescence,cellular,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),a90dc683f4899f5e9587382d21dbf715,"Where and How in the mTOR Pathway Inhibitors Fight Aging: Rapamycin, Resveratrol, and Metformin",,Arbor Sage,2019.0,"Resveratrol - Adding Life to Years, Not Adding Years to Life",10.5772/intechopen.79338,,,https://doi.org/10.5772/intechopen.79338,book-chapter,False,2026-04-23T01:41:23,doi:10.5772/intechopen.79338,where and how in the mtor pathway inhibitors fight aging rapamycin resveratrol and metformin,uncertain,0.45,ageing_outcome_unclear,metformin; rapamycin_mtor; supplements,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",593c0be6fccd11a8146e9f3ce9975add,Partial Reprogramming Uncouples Cellular Identity from Cellular Aging in Mesenchymal Stromal Cells,,Oshimura Mitsuo,2026.0,International Journal of Stem Cells and Medicine,10.58489/2836-5038/028,,,https://doi.org/10.58489/2836-5038/028,journal-article,False,2026-04-23T01:41:45,doi:10.58489/2836-5038/028,partial reprogramming uncouples cellular identity from cellular aging in mesenchymal stromal cells,uncertain,0.45,ageing_outcome_unclear,reprogramming,,cellular,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",a695c4715673b657979389cefa95a1dd,"Impact of probiotic supplementation in lactating sows on immune and oxidative stress biomarkers, short-chain fatty acids, piglet performance, and fecal microbiome",,; Srisang Chutikan,,,10.58837/chula.the.2023.1067,,,https://doi.org/10.58837/chula.the.2023.1067,dissertation,False,2026-04-23T01:41:51,doi:10.58837/chula.the.2023.1067,impact of probiotic supplementation in lactating sows on immune and oxidative stress biomarkers short chain fatty acids piglet performance and fecal microbiome,uncertain,0.45,ageing_outcome_unclear,microbiome; supplements,,human,link_available,Full text link or landing page available
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),9527ce4b344208092924cd301823679d,Molecular mechanisms of metformin action: From metabolic effects to lifespan extension and healthspan promotion.,,"Vujović S, Perović S, Vlaović M, Šćepanović S, Filipović A.",2026.0,J Med Biochem,10.5937/jomb0-60849,41821769.0,PMC12978362,,research-article; journal article,False,2026-04-23T01:40:43,doi:10.5937/jomb0-60849,molecular mechanisms of metformin action from metabolic effects to lifespan extension and healthspan promotion,include,0.75,,metformin,lifespan; healthspan,unclear,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",a9e8d498f0f615cfca5a17aea3270bc1,EFFICACY OF NICOTINAMIDE MONONUCLEOTIDE SUPPLEMENTATION (NMN) IN BLOOD NICOTINAMIDE ADENINE DINUCLEOTIDE (NAD) FOR ANTI-AGING IN ADULTS: A SYSTEMATIC REVIEW,,Asrithari Dewi Made Yudha; Dananjaya I Made Dwi; Saraswati Dewi Permadi Anak Agung Sagung; Sigmahadewi Risma Nopara,2024.0,Journal of Advanced Research in Medical and Health Science (ISSN 2208-2425),10.61841/gyj2gr52,,,https://doi.org/10.61841/gyj2gr52,journal-article,False,2026-04-23T01:41:30,doi:10.61841/gyj2gr52,efficacy of nicotinamide mononucleotide supplementation nmn in blood nicotinamide adenine dinucleotide nad for anti aging in adults a systematic review,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin; supplements,,human,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",1529690b3ce42edd6355186f8c94310f,"Impact of nicotinamide riboside, a precursor of NAD⁺ on cardiac remodeling after myocardial infarction in rat",,; Lopez-Vaquera Selma,,,10.70675/ebc65f6czbd70z4b20z8b9dz060f92879a22,,,https://doi.org/10.70675/ebc65f6czbd70z4b20z8b9dz060f92879a22,dissertation,False,2026-04-23T01:41:30,doi:10.70675/ebc65f6czbd70z4b20z8b9dz060f92879a22,impact of nicotinamide riboside a precursor of nad on cardiac remodeling after myocardial infarction in rat,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,animal,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),da053c61020d3aaf6034d7510e394934,Anti-aging effects of metformin: impact on signs of aging,,Bobok Natalia,2025.0,Проблеми старіння і довголіття (Україна) . Problems of ageing and longevity (Ukraine),10.71012/pro-ageing-2025-1-03,,,https://doi.org/10.71012/pro-ageing-2025-1-03,journal-article,False,2026-04-23T01:41:23,doi:10.71012/pro-ageing-2025-1-03,anti aging effects of metformin impact on signs of aging,uncertain,0.45,ageing_outcome_unclear,metformin,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c3ecebe652b55e367627c9b3ef5a87df,"Peer Review #2 of ""Nicotinamide riboside exerts protective effect against aging-induced NAFLD-like hepatic dysfunction in mice (v0.1)""",,,2019.0,,10.7287/peerj.7568v0.1/reviews/2,,,https://doi.org/10.7287/peerj.7568v0.1/reviews/2,peer-review,False,2026-04-23T01:41:30,doi:10.7287/peerj.7568v0.1/reviews/2,peer review 2 of nicotinamide riboside exerts protective effect against aging induced nafld like hepatic dysfunction in mice v0 1,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,animal,link_available,Full text link or landing page available
