source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",433e96b0494789e453fa667aa85d5a2c,From Precancers to Skin Rejuvenation-A Review of the Wide Spectrum of Current Applications and Future Possibilities for Plasma Dermatology,,Friedman Peter C.,2020.0,Plasma Medicine,10.1615/plasmamed.2020036898,,,https://doi.org/10.1615/plasmamed.2020036898,journal-article,False,2026-04-23T01:41:58,doi:10.1615/plasmamed.2020036898,from precancers to skin rejuvenation a review of the wide spectrum of current applications and future possibilities for plasma dermatology
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),ae0011108d11fb076edc3099f56f4be0,&lt;i&gt;Caenorhabditis&lt;/i&gt; Intervention Testing Program: the anticonvulsant levetiracetam does not extend lifespan in nematodes.,,"Akella JS, Onken BD, Sedore CA, Song Y, Achanta VM, Walker M, Xue J, Guo S, Coleman-Hulbert A, Phillips PC, Lithgow GJ, Driscoll M.",2026.0,MicroPubl Biol,10.17912/micropub.biology.001987,41993912.0,PMC13080522,,brief-report; journal article,False,2026-04-23T01:40:43,doi:10.17912/micropub.biology.001987,lt i gt caenorhabditis lt i gt intervention testing program the anticonvulsant levetiracetam does not extend lifespan in nematodes
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",9be9e7281cc8c03b8e92800690e27491,The dye-dilution method for measuring the volume of circulating plasma.,,Overbey David,,,10.18297/etd/2124,,,https://doi.org/10.18297/etd/2124,dissertation,False,2026-04-23T01:41:58,doi:10.18297/etd/2124,the dye dilution method for measuring the volume of circulating plasma
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),49f7126520518e66fb265c776dd9b6ce,Once again on rapamycin-induced insulin resistance and longevity: despite of or owing to,,Blagosklonny Mikhail V.,2012.0,Aging,10.18632/aging.100461,,,https://doi.org/10.18632/aging.100461,journal-article,False,2026-04-23T01:41:23,doi:10.18632/aging.100461,once again on rapamycin induced insulin resistance and longevity despite of or owing to
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),6c13eeb3eeaa8274879966989745d175,Rapamycin as longevity enhancer and cancer preventative agent in the context of p53 deficiency,,Donehower Lawrence A.,2012.0,Aging,10.18632/aging.100494,,,https://doi.org/10.18632/aging.100494,journal-article,False,2026-04-23T01:41:23,doi:10.18632/aging.100494,rapamycin as longevity enhancer and cancer preventative agent in the context of p53 deficiency
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),984e27beb9de87210e9eecfd0305b1cd,"Metformin and rapamycin are master-keys for understanding the relationship between cell senescent, aging and cancer",,Anisimov Vladimir N.,2013.0,Aging,10.18632/aging.100561,,,https://doi.org/10.18632/aging.100561,journal-article,False,2026-04-23T01:41:23,doi:10.18632/aging.100561,metformin and rapamycin are master keys for understanding the relationship between cell senescent aging and cancer
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),195e8e67673a026618d026d107ba5160,Rapamycin for longevity: opinion article,,Blagosklonny Mikhail V.,2019.0,Aging,10.18632/aging.102355,,,https://doi.org/10.18632/aging.102355,journal-article,False,2026-04-23T01:41:23,doi:10.18632/aging.102355,rapamycin for longevity opinion article
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",a2fb94118fa11090f48e2474fb24a94b,Fasting for stem cell rejuvenation,,González-Estévez Cristina; Flores Ignacio,2020.0,Aging,10.18632/aging.102912,,,https://doi.org/10.18632/aging.102912,journal-article,False,2026-04-23T01:41:45,doi:10.18632/aging.102912,fasting for stem cell rejuvenation
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",5b97185b085612407535157187ce129e,Circulating plasma factors involved in rejuvenation,,Kang Jae Sook; Yang Yong Ryoul,2020.0,Aging,10.18632/aging.103933,,,https://doi.org/10.18632/aging.103933,journal-article,False,2026-04-23T01:41:58,doi:10.18632/aging.103933,circulating plasma factors involved in rejuvenation
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",35ff67df20d57fe79275c7fbe801867f,Systems biology for reverse aging,,Cho Kwang-Hyun; An Sugyun; Kang Junsoo,2021.0,Aging,10.18632/aging.203188,,,https://doi.org/10.18632/aging.203188,journal-article,False,2026-04-23T01:40:58,doi:10.18632/aging.203188,systems biology for reverse aging
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",cbad4f5908713c0a3800e2ca0a1b4d97,Evaluation of the effect of age of the younger mice on the rejuvenation of the older mice by heterochronic parabiosis,,Suzuki Yushi; Takaya Kento; Watanabe Shiho; Otaki Marika; Kono Hikaru; Kishi Kazuo,2022.0,Aging,10.18632/aging.203966,,,https://doi.org/10.18632/aging.203966,journal-article,False,2026-04-23T01:41:58,doi:10.18632/aging.203966,evaluation of the effect of age of the younger mice on the rejuvenation of the older mice by heterochronic parabiosis
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),f4942035e11838103dad4d89b556aeec,Towards disease-oriented dosing of rapamycin for longevity: does aging exist or only age-related diseases?,,Blagosklonny Mikhail V.,2023.0,Aging,10.18632/aging.204920,,,https://doi.org/10.18632/aging.204920,journal-article,False,2026-04-23T01:41:23,doi:10.18632/aging.204920,towards disease oriented dosing of rapamycin for longevity does aging exist or only age related diseases
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),e5d58de057f28206ddf06fc317cf68b1,"Exploring the effects of Dasatinib, Quercetin, and Fisetin on DNA methylation clocks: a longitudinal study on senolytic interventions",,Lee Edwin; Carreras-Gallo Natàlia; Lopez Leilani; Turner Logan; Lin Aaron; Mendez Tavis L.; Went Hannah; Tomusiak Alan,2024.0,Aging,10.18632/aging.205581,,,https://doi.org/10.18632/aging.205581,journal-article,False,2026-04-23T01:41:38,doi:10.18632/aging.205581,exploring the effects of dasatinib quercetin and fisetin on dna methylation clocks a longitudinal study on senolytic interventions
europe_pmc,mixed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),7b5d0b79c52d492e93beb642d4f772e9,What is the clinical evidence to support off-label rapamycin therapy in healthy adults?,,"Hands JM, Lustgarten MS, Frame LA, Rosen B.",2025.0,Aging (Albany NY),10.18632/aging.206300,40778880.0,PMC12422820,,research-article; review; journal article,False,2026-04-23T01:41:22,doi:10.18632/aging.206300,what is the clinical evidence to support off label rapamycin therapy in healthy adults
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",34d0eaccb6322b1f7d448bcc7014fcaa,Sex-specific longitudinal reversal of aging in old frail mice.,,"Kato C, Zheng J, Quang C, Siopack S, Cruz J, Robinson ZR, Fong N, Zhang ZA, Young P, Conboy MJ, Conboy IM.",2025.0,Aging (Albany NY),10.18632/aging.206304,40848270.0,PMC12517215,,research-article; journal article,False,2026-04-23T01:41:56,doi:10.18632/aging.206304,sex specific longitudinal reversal of aging in old frail mice
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",bb5bc6c17ab45601cb23fe6b2044640a,REVIVE: a computational platform for systematically identifying rejuvenating chemical and genetic perturbations.,,"Jung S, Hodar JA, Badam TVS, Del Sol A.",2025.0,Aging (Albany NY),10.18632/aging.206342,41296513.0,PMC12705183,,research-article; journal article,False,2026-04-23T01:40:57,doi:10.18632/aging.206342,revive a computational platform for systematically identifying rejuvenating chemical and genetic perturbations
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),be11163b596a7f4e1c172bb1583857e9,Exploring Senolytic and Senomorphic Properties of Medicinal Plants for Anti-Aging Therapies,,Imb Monika; Véghelyi Zsolt; Maurer Michael; Kühnel Harald,,,10.20944/preprints202408.0590.v1,,,https://doi.org/10.20944/preprints202408.0590.v1,posted-content,True,2026-04-23T01:41:38,doi:10.20944/preprints202408.0590.v1,exploring senolytic and senomorphic properties of medicinal plants for anti aging therapies
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),c77703a81de456a50bfb2582302dd9ca,"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases",,"Ozdemir SA, Faizan MI, Kaur G, Shaikh SB, Ganaie KUI, Rahman I.",2025.0,PPR,10.20944/preprints202508.1331.v1,,,,preprint,False,2026-04-23T01:41:36,doi:10.20944/preprints202508.1331.v1,heterogeneity of cellular senescence senotyping and targeting by senolytics and senomorphics in lung diseases
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",3be8cca8e731035d479e004f4fa379fb,Hydrogen and Ozone Therapies as Adjunctive Strategies for Gastrointestinal Health in Geriatric Populations,,"Jurek JM, Jakimowicz Z, Su R, Qin Y.",2025.0,PPR,10.20944/preprints202512.2061.v1,,,,preprint,False,2026-04-23T01:41:50,doi:10.20944/preprints202512.2061.v1,hydrogen and ozone therapies as adjunctive strategies for gastrointestinal health in geriatric populations
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),9eeb2719b25d39426b2d512c71c0f7a9,"Rescuing Healthspan in Obese, Aged Mice: A Comparison between Multi-Ingredient Nutraceuticals and Senolytic Interventions",,"Brookes C, Fielder E, Low E, Barardo D, von Zglinicki T, Miwa S.",2025.0,PPR,10.20944/preprints202512.2725.v1,,,,preprint,False,2026-04-23T01:40:43,doi:10.20944/preprints202512.2725.v1,rescuing healthspan in obese aged mice a comparison between multi ingredient nutraceuticals and senolytic interventions
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",3da52eff337768df9bb789bb8d36c562,Epigenetics of Aging in Mammals: Mechanistic Foundations and Intervention Effects on DNA Methylation–Based Aging Biomarkers,,Amador Cervantes AF.,2026.0,PPR,10.20944/preprints202603.0713.v1,,,,preprint,False,2026-04-23T01:40:50,doi:10.20944/preprints202603.0713.v1,epigenetics of aging in mammals mechanistic foundations and intervention effects on dna methylation based aging biomarkers
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",cefe703daf221ca6c61606ee191ce7b9,Aging vs. rejuvenation: reprogramming to iPSCs does not turn back the clock for somatic mitochondrial DNA mutations,,Lorenz Carmen; Prigione Alessandro,2016.0,Stem Cell Investigation,10.21037/sci.2016.08.09,,,https://doi.org/10.21037/sci.2016.08.09,journal-article,False,2026-04-23T01:41:45,doi:10.21037/sci.2016.08.09,aging vs rejuvenation reprogramming to ipscs does not turn back the clock for somatic mitochondrial dna mutations
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",42a905c1fc809b06a98e8f616b5aea34,"Methylene blue, a common antioxidant, could reverse signs of aging in human skin",,,,,10.21203/rs.2.15087/v1,,,https://doi.org/10.21203/rs.2.15087/v1,component,False,2026-04-23T01:40:58,doi:10.21203/rs.2.15087/v1,methylene blue a common antioxidant could reverse signs of aging in human skin
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),120b2eeb0df2316a208e60c9e1c9d19d,Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice,,Risbud Makarand; Novais Emanuel; Tran Victoria; Darris Kayla; Roupas Alex; Sessions Garrett; Shapiro Irving; Diekman Brian,,,10.21203/rs.3.rs-123815/v1,,,https://doi.org/10.21203/rs.3.rs-123815/v1,posted-content,True,2026-04-23T01:41:38,doi:10.21203/rs.3.rs-123815/v1,long term treatment with senolytic drugs dasatinib and quercetin ameliorates age dependent intervertebral disc degeneration in mice
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",9cab5802360969599d57747fff287a1d,"Young to aged fecal microbiota transfer reverses hallmarks of the aging gut, eye, and brain",,,,,10.21203/rs.3.rs-1667752/v1,,,https://doi.org/10.21203/rs.3.rs-1667752/v1,component,False,2026-04-23T01:41:51,doi:10.21203/rs.3.rs-1667752/v1,young to aged fecal microbiota transfer reverses hallmarks of the aging gut eye and brain
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",7adea3fd13240b714339a85cd0fff9db,Nicotinamide mononucleotide ameliorates adriamycin-induced renal damage by epigenetically suppressing the NMN/NAD consumers mediated by Twist2,,Hasegawa Kazuhiro; Sakamaki Yusuke; Tamaki Masanori; Wakino Shu,,,10.21203/rs.3.rs-1756041/v1,,,https://doi.org/10.21203/rs.3.rs-1756041/v1,posted-content,True,2026-04-23T01:41:30,doi:10.21203/rs.3.rs-1756041/v1,nicotinamide mononucleotide ameliorates adriamycin induced renal damage by epigenetically suppressing the nmn nad consumers mediated by twist2
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",641a4ff88ba1c2a0f1fb4fde6a847812,A breast tissue-specific epigenetic clock provides accurate chronological age predictions and reveals de-correlation of age and DNA methylation in tumor-adjacent and tumor samples,,Quintela-Fandino Miguel; Garma Leonardo; Pernas Sonia; Baz David Vicente; Campelo Rosario García; Terrasa Josefa; Colomer Ramón; Jiménez Desirée,,,10.21203/rs.3.rs-6222303/v1,,,https://doi.org/10.21203/rs.3.rs-6222303/v1,posted-content,True,2026-04-23T01:40:51,doi:10.21203/rs.3.rs-6222303/v1,a breast tissue specific epigenetic clock provides accurate chronological age predictions and reveals de correlation of age and dna methylation in tumor adjacent and tumor samples
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),b4c52d9fc3191bcb3a3c0bb0c8bb242c,Dasatinib and quercetin senolytic treatment delays early onset intervertebral disc degeneration in SM/J mice,,Risbud Makarand; Novais Emanuel; Ottone Olivia; Akande Esther; Barve Ruteja,,,10.21203/rs.3.rs-6838819/v1,,,https://doi.org/10.21203/rs.3.rs-6838819/v1,posted-content,True,2026-04-23T01:41:38,doi:10.21203/rs.3.rs-6838819/v1,dasatinib and quercetin senolytic treatment delays early onset intervertebral disc degeneration in sm j mice
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),cfa8d953340442f8f2e3b53483ba9b73,Modulating SASP-Driven Paracrine Effects to Overcome Therapy-Induced Senescence: Senolytic Role of Hesperidin and Quercetin in A549 Lung Cancer Cells,,John Cordelia Mano; R Iswarya B,,,10.21203/rs.3.rs-7011853/v1,,,https://doi.org/10.21203/rs.3.rs-7011853/v1,posted-content,True,2026-04-23T01:41:38,doi:10.21203/rs.3.rs-7011853/v1,modulating sasp driven paracrine effects to overcome therapy induced senescence senolytic role of hesperidin and quercetin in a549 lung cancer cells
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",3707f251289d7a7987de2362eb5177c2,The gut–brain axis in neurodegenerative disorders: Evaluating the therapeutic potential of probiotic and fecal microbiota transplantation,,Sharma Bhaskar Jyoti,,,10.21203/rs.3.rs-7608549/v1,,,https://doi.org/10.21203/rs.3.rs-7608549/v1,posted-content,True,2026-04-23T01:41:51,doi:10.21203/rs.3.rs-7608549/v1,the gut brain axis in neurodegenerative disorders evaluating the therapeutic potential of probiotic and fecal microbiota transplantation
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",9b2545dfd5ceaaaa9af4261eac2a7067,Systemic Metabolic Bottlenecks as Constraints on Exercise Responsiveness and Functional Healthspan During Aging,,Ren Ruixiang,,,10.21203/rs.3.rs-8629270/v1,,,https://doi.org/10.21203/rs.3.rs-8629270/v1,posted-content,True,2026-04-23T01:41:16,doi:10.21203/rs.3.rs-8629270/v1,systemic metabolic bottlenecks as constraints on exercise responsiveness and functional healthspan during aging
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",f738a83b4c771f3dabeaf681cd4afb99,Gut microbiome composition after multi-donor fecal microbiota transplantation for obesity,,,,,10.21203/rs.3.rs-979043/v1,,,https://doi.org/10.21203/rs.3.rs-979043/v1,component,False,2026-04-23T01:41:51,doi:10.21203/rs.3.rs-979043/v1,gut microbiome composition after multi donor fecal microbiota transplantation for obesity
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",fd9a75d43b48c0174f5e07fee1a7460b,KoMethylNet: A Novel Epigenetic Clock Based on Neural Network Analysis of DNA Methylation Data and Epigenetic Age Acceleration in a Korean Population,,Yun Dabin; Oh Kwang Yeon; Meng Xiaoxi; Wang Zhaoming; Song Nan,,,10.2139/ssrn.5233275,,,https://doi.org/10.2139/ssrn.5233275,posted-content,True,2026-04-23T01:40:51,doi:10.2139/ssrn.5233275,komethylnet a novel epigenetic clock based on neural network analysis of dna methylation data and epigenetic age acceleration in a korean population
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",1b0f6ad31746cf6d539705f57d3b2bb9,Poly-L-Lactic Acid in Facial Rejuvenation: Volumetric Data Supporting Regenerative Outcomes.,,Angelo-Khattar M.,2025.0,Clin Cosmet Investig Dermatol,10.2147/ccid.s566829,41488550.0,PMC12764296,,research-article; journal article,False,2026-04-23T01:41:56,doi:10.2147/ccid.s566829,poly l lactic acid in facial rejuvenation volumetric data supporting regenerative outcomes
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",e9d84ee4e6e0c116444e105c8ff97da0,Epigenetic Clocks in Skin Aging: From Exposome Drivers to Biomarkers and Therapeutic Interventions.,,"DelaO-Escamilla A, Khalil S, Galadari H, Guida S.",2025.0,Clin Cosmet Investig Dermatol,10.2147/ccid.s570073,41498118.0,PMC12766317,,review-article; review; journal article,False,2026-04-23T01:40:57,doi:10.2147/ccid.s570073,epigenetic clocks in skin aging from exposome drivers to biomarkers and therapeutic interventions
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),99ff31bb7c806cc5dd4741086ed23fc6,Targeting Cellular Senescence for Healthy Aging: Advances in Senolytics and Senomorphics.,,"Alum EU, Izah SC, Uti DE, Ugwu OP, Betiang PA, Basajja M, Ejemot-Nwadiaro RI.",2025.0,Drug Des Devel Ther,10.2147/dddt.s543211,40994903.0,PMC12456441,,review-article; review; journal article,False,2026-04-23T01:41:36,doi:10.2147/dddt.s543211,targeting cellular senescence for healthy aging advances in senolytics and senomorphics
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),f3964b0ca36de59fa150ccdc2a39b0a9,"SRN-901, a Novel Longevity Drug, Extends Lifespan and Healthspan by Targeting Multiple Aging Pathways.",,"Weiss B, Miranda DR, Arrazati D, Cao R, Chen J, Liu Y, Brown D, Marshall G.",2026.0,Drug Des Devel Ther,10.2147/dddt.s594895,42011226.0,,,journal article,False,2026-04-23T01:40:43,doi:10.2147/dddt.s594895,srn 901 a novel longevity drug extends lifespan and healthspan by targeting multiple aging pathways
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),453922b53c5a21727625f387e3ccc1d9,Targeting Cellular Senescence: Therapeutic Advances in Senolytic and Senomorphic Interventions for Age-Related Pathologies,,Pandurangan Seshathri; Kuppuram Dhunmati; Arunkumar Ramalakshmi; Nagarajan Nalini,2026.0,Current Topics in Medicinal Chemistry,10.2174/0115680266429797251229062111,,,https://doi.org/10.2174/0115680266429797251229062111,journal-article,False,2026-04-23T01:41:38,doi:10.2174/0115680266429797251229062111,targeting cellular senescence therapeutic advances in senolytic and senomorphic interventions for age related pathologies
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",2f37069bfc3cf19e4d0f6170c60aa37a,Can iPSCs Turn Back Time? Prospects and Pitfalls in Age Reversal.,,"Ahmad U, Kumar D, Faiyazuddin M.",2025.0,Curr Stem Cell Res Ther,10.2174/011574888x400606250721112037,40735996.0,,,journal article,False,2026-04-23T01:41:44,doi:10.2174/011574888x400606250721112037,can ipscs turn back time prospects and pitfalls in age reversal
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",91dfd2c216649a8eb19ccfae466eac50,"Nicotinamide Adenine Dinucleotide (NAD)-Dependent Protein Deacetylase, Sirtuin, as a Biomarker of Healthy Life Expectancy: A Mini- Review",,Sugishita Yodo; Suzuki-Takahashi Yuki; Yudoh Kazuo,2025.0,Current Aging Science,10.2174/0118746098319674240827104612,,,https://doi.org/10.2174/0118746098319674240827104612,journal-article,False,2026-04-23T01:41:30,doi:10.2174/0118746098319674240827104612,nicotinamide adenine dinucleotide nad dependent protein deacetylase sirtuin as a biomarker of healthy life expectancy a mini review
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",e4365e1d0d20d54a3ce7f16be0a3fb65,Telomere and Reverse Ageing (Preprint),,Idrees Abdul Wadood,,,10.2196/preprints.16735,,,https://doi.org/10.2196/preprints.16735,posted-content,True,2026-04-23T01:40:58,doi:10.2196/preprints.16735,telomere and reverse ageing preprint
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",8d1e02d294bb1342a8d5d99b8978d191,Crystal structure of human nicotinamide riboside kinase (NRK1) in complex with nicotinamide mononucleotide (NMN),,Khan J.A.; Xiang S.; Tong L.,2007.0,Worldwide Protein Data Bank,10.2210/pdb2qg6/pdb,,,https://doi.org/10.2210/pdb2qg6/pdb,dataset,False,2026-04-23T01:41:30,doi:10.2210/pdb2qg6/pdb,crystal structure of human nicotinamide riboside kinase nrk1 in complex with nicotinamide mononucleotide nmn
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),899772b3e41b6be3ba42e1f133f17a2d,Mechanisms under Metformin and Rapamycin as Anti-aging Drugs,,Feng Qian; Chen Bangwei; Wang Chuyao; Nie Chao; LI TAO,,,10.22541/au.159372989.91282630,,,https://doi.org/10.22541/au.159372989.91282630,posted-content,True,2026-04-23T01:41:23,doi:10.22541/au.159372989.91282630,mechanisms under metformin and rapamycin as anti aging drugs
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),f4103979da34582f3d0141a335444066,SENOLYTIC COMBINATION OF DASATINIB AND QUERCETIN: A REVIEW OF PRECLINICAL AND CLINICAL STUDIES,,Morozov I.I.; Molkanov N.N.; Kiseleva N.M.,2026.0,"""Medical &amp; pharmaceutical journal ""Pulse""",10.26787/nydha-2686-6838-2026-28-1-49-58,,,https://doi.org/10.26787/nydha-2686-6838-2026-28-1-49-58,journal-article,False,2026-04-23T01:41:38,doi:10.26787/nydha-2686-6838-2026-28-1-49-58,senolytic combination of dasatinib and quercetin a review of preclinical and clinical studies
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",8aa24bf36d49a17ad839dbee7d26f9b0,Self-Growth Colony: A plasma-derived solution for skin rejuvenation and anti-ageing,,Tsim Karl,2024.0,Research Features,10.26904/rf-153-6854471770,,,https://doi.org/10.26904/rf-153-6854471770,journal-article,False,2026-04-23T01:41:58,doi:10.26904/rf-153-6854471770,self growth colony a plasma derived solution for skin rejuvenation and anti ageing
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",3d6334d9c8731f89f1ab582cea6accc4,,,,,,10.3030/101025890,,,https://doi.org/10.3030/101025890,grant,False,2026-04-23T01:40:51,doi:10.3030/101025890,nan
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",910541d0b5fe794fe6f7cbbd5ca7eb0d,,,,,,10.3030/101204756,,,https://doi.org/10.3030/101204756,grant,False,2026-04-23T01:41:45,doi:10.3030/101204756,nan
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",45270e1bcfc386786a1297fcb3f3e82e,Nicotinamide Riboside Chloride,,,,,10.31003/uspnf_m17715_02_01,,,https://doi.org/10.31003/uspnf_m17715_02_01,standard,False,2026-04-23T01:41:30,doi:10.31003/uspnf_m17715_02_01,nicotinamide riboside chloride
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",a9cea3dc1734ad5debdd739a480ec2de,Nicotinamide Riboside Chloride,,,,,10.31003/uspnf_m17715_10101_01,,,https://doi.org/10.31003/uspnf_m17715_10101_01,standard,False,2026-04-23T01:41:30,doi:10.31003/uspnf_m17715_10101_01,nicotinamide riboside chloride
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6d1ca77d2695a57d6009c896f5b51bac,Nicotinamide Riboside and NAD+ Decline: Hype vs. Evidence,,Guth Michael AS,2025.0,Novel Techniques in Nutrition &amp; Food Science,10.31031/ntnf.2025.08.000692,,,https://doi.org/10.31031/ntnf.2025.08.000692,journal-article,False,2026-04-23T01:41:30,doi:10.31031/ntnf.2025.08.000692,nicotinamide riboside and nad decline hype vs evidence
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",810b5e7e17b334f7f3c1908b5eeed813,Can Stem Cells Reverse Aging?,,; Gupta Shweta,2021.0,,10.31487/sr.blog.27,,,https://doi.org/10.31487/sr.blog.27,report,False,2026-04-23T01:40:58,doi:10.31487/sr.blog.27,can stem cells reverse aging
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",9a6c378e82f1551af6887b33d7f902a9,rplec: Placental Epigenetic Clock to Estimate Aging by DNA Methylation,,Sufriyana Herdiantri; Su Emily Chia-Yu,2025.0,CRAN: Contributed Packages,10.32614/cran.package.rplec,,,https://doi.org/10.32614/cran.package.rplec,dataset,False,2026-04-23T01:40:51,doi:10.32614/cran.package.rplec,rplec placental epigenetic clock to estimate aging by dna methylation
