pmid,doi,title,year,journal,url,priority_reason
30328470,10.2340/16501977-2490,Effect of respiratory rehabilitation for frail older patients with musculoskeletal disorders: a randomized controlled trial.,2018,Journal of rehabilitation medicine,https://pubmed.ncbi.nlm.nih.gov/30328470/,Community/primary-care frailty RCT candidate
30005654,10.1186/s12889-018-5788-8,"Effect, process, and economic evaluation of a combined resistance exercise and diet intervention (ProMuscle in Practice) for community-dwelling older adults: design and methods of a randomised controlled trial.",2018,BMC public health,https://pubmed.ncbi.nlm.nih.gov/30005654/,Community/primary-care frailty RCT candidate
30272098,10.1007/s12603-018-1090-9,Effects of Resistance Exercise Training on Cognitive Function and Physical Performance in Cognitive Frailty: A Randomized Controlled Trial.,2018,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/30272098/,Community/primary-care frailty RCT candidate
29988285,10.1155/2018/8916274,"Effects of Strength Training on Muscle Properties, Physical Function, and Physical Activity among Frail Older People: A Pilot Study.",2018,Journal of aging research,https://pubmed.ncbi.nlm.nih.gov/29988285/,Community/primary-care frailty RCT candidate
29346524,10.1093/gerona/glx259,"Effects of a Primary Care-Based Multifactorial Intervention on Physical and Cognitive Function in Frail, Elderly Individuals: A Randomized Controlled Trial.",2018,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/29346524/,Community/primary-care frailty RCT candidate
30217182,10.1186/s12877-018-0890-4,Nordic walking training and nutritional supplementation in pre-frail older Indians: an open-labelled experimental pre-test and post-test pilot study to develop intervention model.,2018,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/30217182/,Community/primary-care frailty RCT candidate
29455058,10.1016/j.archger.2018.02.005,Physical activity combined with resistance training reduces symptoms of frailty in older adults: A randomized controlled trial.,2018,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/29455058/,Community/primary-care frailty RCT candidate
29783928,10.1186/s12872-018-0839-8,Physical activity intervention for elderly patients with reduced physical performance after acute coronary syndrome (HULK study): rationale and design of a randomized clinical trial.,2018,BMC cardiovascular disorders,https://pubmed.ncbi.nlm.nih.gov/29783928/,Community/primary-care frailty RCT candidate
30498835,10.1007/s12603-018-1127-0,Quality of Life and Mental Health in Older Adults with Obesity and Frailty: Associations with a Weight Loss Intervention.,2018,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/30498835/,Community/primary-care frailty RCT candidate
30138718,10.1016/j.cct.2018.08.004,Rationale and design of the Study To Understand Fall Reduction and Vitamin D in You (STURDY): A randomized clinical trial of Vitamin D supplement doses for the prevention of falls in older adults.,2018,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/30138718/,Community/primary-care frailty RCT candidate
30445919,10.1186/s12877-018-0967-0,The prevalence and characteristics of frailty by frailty phenotype in rural Tanzania.,2018,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/30445919/,Community/primary-care frailty RCT candidate
29183035,10.1159/000484663,User-Oriented Evaluation of a Robotic Rollator That Provides Navigation Assistance in Frail Older Adults with and without Cognitive Impairment.,2018,Gerontology,https://pubmed.ncbi.nlm.nih.gov/29183035/,Community/primary-care frailty RCT candidate
27993489,10.1016/j.jphys.2016.11.007,A multifactorial intervention for frail older people is more than twice as effective among those who are compliant: complier average causal effect analysis of a randomised trial.,2017,Journal of physiotherapy,https://pubmed.ncbi.nlm.nih.gov/27993489/,Community/primary-care frailty RCT candidate
28514618,10.1056/NEJMoa1616338,"Aerobic or Resistance Exercise, or Both, in Dieting Obese Older Adults.",2017,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/28514618/,Community/primary-care frailty RCT candidate
28951766,10.1155/2017/4807046,"Effect of Weight Loss, Exercise, or Both on Undercarboxylated Osteocalcin and Insulin Secretion in Frail, Obese Older Adults.",2017,Oxidative medicine and cellular longevity,https://pubmed.ncbi.nlm.nih.gov/28951766/,Community/primary-care frailty RCT candidate
28064172,10.1093/ageing/afw242,Effectiveness of an intervention to prevent frailty in pre-frail community-dwelling older people consulting in primary care: a randomised controlled trial.,2017,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/28064172/,Community/primary-care frailty RCT candidate
28393440,10.1111/ggi.13016,"Effects of a multifactorial intervention comprising resistance exercise, nutritional and psychosocial programs on frailty and functional health in community-dwelling older adults: A randomized, controlled, cross-over trial.",2017,Geriatrics & gerontology international,https://pubmed.ncbi.nlm.nih.gov/28393440/,Community/primary-care frailty RCT candidate
27138245,10.1111/ggi.12795,Effects of an integrated health education and elastic band resistance training program on physical function and muscle strength in community-dwelling elderly women: Healthy Aging and Happy Aging II study.,2017,Geriatrics & gerontology international,https://pubmed.ncbi.nlm.nih.gov/27138245/,Community/primary-care frailty RCT candidate
27588891,10.1016/j.archger.2016.08.009,Fear of falling reduced by a lay led home-based program in frail community-dwelling older adults: A randomised controlled trial.,2017,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/27588891/,Community/primary-care frailty RCT candidate
28085913,10.1371/journal.pone.0169613,Impact of a Home-Based Physical and Nutritional Intervention Program Conducted by Lay-Volunteers on Handgrip Strength in Prefrail and Frail Older Adults: A Randomized Control Trial.,2017,PloS one,https://pubmed.ncbi.nlm.nih.gov/28085913/,Community/primary-care frailty RCT candidate
27897406,10.1002/jcsm.12132,Integrated care for geriatric frailty and sarcopenia: a randomized control trial.,2017,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/27897406/,Community/primary-care frailty RCT candidate
28972245,10.1007/s12603-016-0867-y,Multi-Domains Lifestyle Interventions Reduces Depressive Symptoms among Frail and Pre-Frail Older Persons: Randomized Controlled Trial.,2017,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/28972245/,Community/primary-care frailty RCT candidate
27695646,10.18848/2160-1909/CGP/v07i02/1-10,The Impact of Strong for Life on the Physical Functioning and Health of Older Adults Receiving Home and Community-Based Services.,2017,Aging and society : an interdisciplinary journal,https://pubmed.ncbi.nlm.nih.gov/27695646/,Community/primary-care frailty RCT candidate
29225812,10.1093/ckj/sfx046,The utility of whole body vibration exercise in haemodialysis patients: a pilot study.,2017,Clinical kidney journal,https://pubmed.ncbi.nlm.nih.gov/29225812/,Implementation-relevant frailty RCT candidate
26947059,10.1016/j.jamda.2016.01.019,"A Multicomponent Exercise Intervention that Reverses Frailty and Improves Cognition, Emotion, and Social Networking in the Community-Dwelling Frail Elderly: A Randomized Clinical Trial.",2016,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/26947059/,Community/primary-care frailty RCT candidate
27900185,10.1136/bmjsem-2016-000127,Benefits of a novel concept of home-based exercise with the aim of preventing aspiration pneumonia and falls in frail older women: a pragmatic controlled trial.,2016,BMJ open sport & exercise medicine,https://pubmed.ncbi.nlm.nih.gov/27900185/,Implementation-relevant frailty RCT candidate
27346650,10.1016/j.jamda.2016.04.018,"Effects of a Home-Based and Volunteer-Administered Physical Training, Nutritional, and Social Support Program on Malnutrition and Frailty in Older Persons: A Randomized Controlled Trial.",2016,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/27346650/,Implementation-relevant frailty RCT candidate
27178766,10.1016/j.cct.2016.05.001,Identifying effective and feasible interventions to accelerate functional recovery from hospitalization in older adults: A randomized controlled pilot trial.,2016,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/27178766/,Community/primary-care frailty RCT candidate
26786203,10.1093/gerona/glv210,"Improved Function With Enhanced Protein Intake per Meal: A Pilot Study of Weight Reduction in Frail, Obese Older Adults.",2016,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/26786203/,Community/primary-care frailty RCT candidate
27175793,10.1186/s12877-016-0277-3,The effects of a life goal-setting technique in a preventive care program for frail community-dwelling older people: a cluster nonrandomized controlled trial.,2016,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/27175793/,Community/primary-care frailty RCT candidate
25387728,10.1093/gerona/glu099,A physical activity intervention to treat the frailty syndrome in older persons-results from the LIFE-P study.,2015,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/25387728/,Community/primary-care frailty RCT candidate
26663424,10.1111/jgs.13834,Cost-Effectiveness of a Chronic Care Model for Frail Older Adults in Primary Care: Economic Evaluation Alongside a Stepped-Wedge Cluster-Randomized Trial.,2015,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/26663424/,Community/primary-care frailty RCT candidate
26201510,10.1136/bmj.h3830,Effectiveness of two year balance training programme on prevention of fall induced injuries in at risk women aged 75-85 living in community: Ossébo randomised controlled trial.,2015,BMJ (Clinical research ed.),https://pubmed.ncbi.nlm.nih.gov/26201510/,Community/primary-care frailty RCT candidate
25659620,10.1016/j.jamda.2014.12.005,Effects of a combined physical training and nutrition intervention on physical performance and health-related quality of life in prefrail older women living in the community: a randomized controlled trial.,2015,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/25659620/,Community/primary-care frailty RCT candidate
25659147,10.1371/journal.pone.0116256,"Effects of exercise and milk fat globule membrane (MFGM) supplementation on body composition, physical function, and hematological parameters in community-dwelling frail Japanese women: a randomized double blind, placebo-controlled, follow-up trial.",2015,PloS one,https://pubmed.ncbi.nlm.nih.gov/25659147/,Community/primary-care frailty RCT candidate
26625940,10.1186/s12877-015-0152-7,Frailty predicts short-term incidence of future falls among British community-dwelling older people: a prospective cohort study nested within a randomised controlled trial.,2015,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/26625940/,Community/primary-care frailty RCT candidate
25887235,10.1186/s12877-015-0002-7,MultiComponent Exercise and theRApeutic lifeStyle (CERgAS) intervention to improve physical performance and maintain independent living among urban poor older people--a cluster randomised controlled trial.,2015,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/25887235/,Community/primary-care frailty RCT candidate
27032052,10.14283/jfa.2015.49,Nutrition and Frailty: A Review of Clinical Intervention Studies.,2015,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/27032052/,Community/primary-care frailty RCT candidate
26159634,10.1016/j.amjmed.2015.06.017,"Nutritional, Physical, Cognitive, and Combination Interventions and Frailty Reversal Among Older Adults: A Randomized Controlled Trial.",2015,The American journal of medicine,https://pubmed.ncbi.nlm.nih.gov/26159634/,Community/primary-care frailty RCT candidate
24951180,10.1186/1471-2318-14-78,An individually-tailored multifactorial intervention program for older fallers in a middle-income developing country: Malaysian Falls Assessment and Intervention Trial (MyFAIT).,2014,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/24951180/,Community/primary-care frailty RCT candidate
24381025,10.1093/ageing/aft204,"Effect of a multifactorial, interdisciplinary intervention on risk factors for falls and fall rate in frail older people: a randomised controlled trial.",2014,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/24381025/,Community/primary-care frailty RCT candidate
25427568,10.1186/1471-2318-14-125,Effectiveness of a primary care based multifactorial intervention to improve frailty parameters in the elderly: a randomised clinical trial: rationale and study design.,2014,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/25427568/,Community/primary-care frailty RCT candidate
26594639,,MAPT STUDY: A MULTIDOMAIN APPROACH FOR PREVENTING ALZHEIMER'S DISEASE: DESIGN AND BASELINE DATA.,2014,The journal of prevention of Alzheimer's disease,https://pubmed.ncbi.nlm.nih.gov/26594639/,Community/primary-care frailty RCT candidate
23906550,10.1093/geront/gnt078,Physical function and fear of falling 2 years after the health-promoting randomized controlled trial: elderly persons in the risk zone.,2014,The Gerontologist,https://pubmed.ncbi.nlm.nih.gov/23906550/,Community/primary-care frailty RCT candidate
27049906,10.14283/jfa.2014.13,Predicting the Efficacy of Protein-Energy Supplementation in Frail Older Adults Living in Community.,2014,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/27049906/,Community/primary-care frailty RCT candidate
24742587,10.1093/ageing/afu033,The Home-based Older People's Exercise (HOPE) trial: a pilot randomised controlled trial of a home-based exercise intervention for older people with frailty.,2014,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/24742587/,Community/primary-care frailty RCT candidate
21744061,10.1007/s11739-011-0654-z,Effects of a structured physical activity intervention on measures of physical performance in frail elderly patients after cardiac rehabilitation: a pilot study with 1-year follow-up.,2013,Internal and emergency medicine,https://pubmed.ncbi.nlm.nih.gov/21744061/,Implementation-relevant frailty RCT candidate
23429407,10.1097/MCO.0b013e32835f503f,Intentional weight loss in older adults: useful or wasting disease generating strategy?,2013,Current opinion in clinical nutrition and metabolic care,https://pubmed.ncbi.nlm.nih.gov/23429407/,Community/primary-care frailty RCT candidate
23817284,10.1097/NNR.0b013e318298aa55,Nurse care coordination and technology effects on health status of frail older adults via enhanced self-management of medication: randomized clinical trial to test efficacy.,2013,Nursing research,https://pubmed.ncbi.nlm.nih.gov/23817284/,Implementation-relevant frailty RCT candidate
22879453,10.1093/gerona/gls167,Preventive effect of protein-energy supplementation on the functional decline of frail older adults with low socioeconomic status: a community-based randomized controlled study.,2013,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/22879453/,Community/primary-care frailty RCT candidate
23740589,10.1007/s40520-013-0048-3,The effect of functional circuit training on self-reported fear of falling and health status in a group of physically frail older individuals: a randomized controlled trial.,2013,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/23740589/,Community/primary-care frailty RCT candidate
23009149,10.1186/1471-2318-12-58,A pilot randomized controlled trial to improve geriatric frailty.,2012,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/23009149/,Community/primary-care frailty RCT candidate
22499461,10.1007/s12603-011-0352-6,Efficacy of a home-based intervention programme on the physical activity level and functional ability of older people using domestic services: a randomised study.,2012,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/22499461/,Community/primary-care frailty RCT candidate
22744992,10.1002/rnj.25,Wii-hab for pre-frail older adults.,2012,Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,https://pubmed.ncbi.nlm.nih.gov/22744992/,Community/primary-care frailty RCT candidate
20977392,10.3109/09638288.2010.525288,Factors associated with quality of life and caregiver strain amongst frail older adults referred to a community rehabilitation service: implications for service delivery.,2011,Disability and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/20977392/,Community/primary-care frailty RCT candidate
21449785,10.1056/NEJMoa1008234,"Weight loss, exercise, or both and physical function in obese older adults.",2011,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/21449785/,Community/primary-care frailty RCT candidate
20044155,10.1016/j.archger.2009.12.001,Effects of a physical training and nutritional intervention program in frail elderly people regarding habitual physical activity level and activities of daily living--a randomized controlled pilot study.,2010,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/20044155/,Community/primary-care frailty RCT candidate
20956842,10.1123/japa.18.4.401,The effect of functional circuit training on physical frailty in frail older adults: a randomized controlled trial.,2010,Journal of aging and physical activity,https://pubmed.ncbi.nlm.nih.gov/20956842/,Community/primary-care frailty RCT candidate
20171455,10.1016/S0167-4943(10)70011-X,"The effectiveness of a comprehensive geriatric assessment intervention program for frailty in community-dwelling older people: a randomized, controlled trial.",2010,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/20171455/,Community/primary-care frailty RCT candidate
20009498,10.1007/BF03337731,What is the role played by physical activity and exercise in the frailty syndrome? Perspectives for future research.,2010,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/20009498/,Implementation-relevant frailty RCT candidate
18804874,10.1016/j.archger.2008.05.011,Comparison of 2-year effects of once and twice weekly water exercise on activities of daily living ability of community dwelling frail elderly.,2009,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/18804874/,Community/primary-care frailty RCT candidate
19394017,10.1016/j.ijnurstu.2009.03.010,Comparison of three established measures of fear of falling in community-dwelling older adults: psychometric testing.,2009,International journal of nursing studies,https://pubmed.ncbi.nlm.nih.gov/19394017/,Community/primary-care frailty RCT candidate
18608400,10.1080/09638280701817552,Comparison two-year effects of once-weekly and twice-weekly water exercise on health-related quality of life of community-dwelling frail elderly people at a day-service facility.,2009,Disability and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/18608400/,Community/primary-care frailty RCT candidate
18364384,10.1210/jc.2007-1473,Effect of weight loss and exercise therapy on bone metabolism and mass in obese older adults: a one-year randomized controlled trial.,2008,The Journal of clinical endocrinology and metabolism,https://pubmed.ncbi.nlm.nih.gov/18364384/,Community/primary-care frailty RCT candidate
18431084,10.1007/BF03324763,Effects of a physical and nutritional intervention program for frail elderly people over age 75. A randomized controlled pilot treatment trial.,2008,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/18431084/,Community/primary-care frailty RCT candidate
19039291,10.1007/BF03325155,Home-based video exercise intervention for community-dwelling frail older women: a randomized controlled trial.,2008,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/19039291/,Implementation-relevant frailty RCT candidate
17624483,10.2340/16501977-0080,Feasibility and effectiveness of a nurse-led community exercise programme for prevention of falls among frail elderly people: a multi-centre controlled trial.,2007,Journal of rehabilitation medicine,https://pubmed.ncbi.nlm.nih.gov/17624483/,Community/primary-care frailty RCT candidate
16609319,10.1097/01.mrr.0000194392.18655.49,A network-based geriatric rehabilitation programme: study design and baseline characteristics of the patients.,2006,International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,https://pubmed.ncbi.nlm.nih.gov/16609319/,Community/primary-care frailty RCT candidate
17167299,10.1007/BF03324831,"A randomized, controlled trial of disability prevention in frail older patients screened in primary care: the FRASI study. Design and baseline evaluation.",2006,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/17167299/,Community/primary-care frailty RCT candidate
16636211,10.1001/archinte.166.8.860,Effect of weight loss and exercise on frailty in obese older adults.,2006,Archives of internal medicine,https://pubmed.ncbi.nlm.nih.gov/16636211/,Community/primary-care frailty RCT candidate
16813773,10.1016/j.apmr.2006.04.005,Effects of exercise programs on falls and mobility in frail and pre-frail older adults: A multicenter randomized controlled trial.,2006,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/16813773/,Community/primary-care frailty RCT candidate
16510864,10.1093/gerona/61.2.184,"The influence of intense Tai Chi training on physical performance and hemodynamic outcomes in transitionally frail, older adults.",2006,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/16510864/,Community/primary-care frailty RCT candidate
15241748,10.1016/j.apmr.2003.10.021,A prehabilitation program for the prevention of functional decline: effect on higher-level physical function.,2004,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/15241748/,Community/primary-care frailty RCT candidate
15315998,10.1001/jama.292.7.837,Effects of extended outpatient rehabilitation after hip fracture: a randomized controlled trial.,2004,JAMA,https://pubmed.ncbi.nlm.nih.gov/15315998/,Community/primary-care frailty RCT candidate
12588571,10.1046/j.1532-5415.2003.51101.x,"A randomized, controlled trial of quadriceps resistance exercise and vitamin D in frail older people: the Frailty Interventions Trial in Elderly Subjects (FITNESS).",2003,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/12588571/,Community/primary-care frailty RCT candidate
14559955,10.1001/jama.290.15.2015,Exercise plus behavioral management in patients with Alzheimer disease: a randomized controlled trial.,2003,JAMA,https://pubmed.ncbi.nlm.nih.gov/14559955/,Implementation-relevant frailty RCT candidate
14687360,10.1046/j.1532-5415.2003.51566.x,Selected as the best paper in the 1990s: Reducing frailty and falls in older persons: an investigation of tai chi and computerized balance training.,2003,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/14687360/,Community/primary-care frailty RCT candidate
12362007,10.1056/NEJMoa020423,"A program to prevent functional decline in physically frail, elderly persons who live at home.",2002,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/12362007/,Implementation-relevant frailty RCT candidate
12171453,,"Benefits of nutritional supplementation in free-living, frail, undernourished elderly people: a prospective randomized community trial.",2002,Journal of the American Dietetic Association,https://pubmed.ncbi.nlm.nih.gov/12171453/,Community/primary-care frailty RCT candidate
12002555,10.1023/a:1014610325059,Recruitment of older participants in frailty/injury prevention studies.,2002,Prevention science : the official journal of the Society for Prevention Research,https://pubmed.ncbi.nlm.nih.gov/12002555/,Community/primary-care frailty RCT candidate
12448161,,[Physical training as treatment of reduced functional ability in frail 75+ year-olds living at home. A randomized intervention study in general practice with technological assessment elements].,2002,Ugeskrift for laeger,https://pubmed.ncbi.nlm.nih.gov/12448161/,Community/primary-care frailty RCT candidate
11427784,10.1097/00005768-200106001-00028,Exercise dose-response effects on quality of life and independent living in older adults.,2001,Medicine and science in sports and exercise,https://pubmed.ncbi.nlm.nih.gov/11427784/,Community/primary-care frailty RCT candidate
11387588,10.1053/apmr.2001.23278,"Physical exercise and/or enriched foods for functional improvement in frail, independently living elderly: a randomized controlled trial.",2001,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/11387588/,Community/primary-care frailty RCT candidate
10968301,10.1111/j.1532-5415.2000.tb06894.x,Attrition in an exercise intervention: a comparison of early and later dropouts.,2000,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/10968301/,Community/primary-care frailty RCT candidate
10896013,10.1053/apmr.2000.4425,Low-intensity exercise as a modifier of physical frailty in older adults.,2000,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/10896013/,Community/primary-care frailty RCT candidate
10462167,10.1093/gerona/54.7.m353,Peak aerobic power is an important component of physical performance in older women.,1999,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/10462167/,Community/primary-care frailty RCT candidate
10496549,10.1093/gerona/54.8.m428,The relation between psychometric test performance and physical performance in older adults.,1999,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/10496549/,Community/primary-care frailty RCT candidate
8617895,10.1111/j.1532-5415.1996.tb01432.x,Reducing frailty and falls in older persons: an investigation of Tai Chi and computerized balance training. Atlanta FICSIT Group. Frailty and Injuries: Cooperative Studies of Intervention Techniques.,1996,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/8617895/,Community/primary-care frailty RCT candidate
8440855,10.1111/j.1532-5415.1993.tb06709.x,Seniors' Program for Injury Control and Education.,1993,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/8440855/,Community/primary-care frailty RCT candidate
8440857,10.1111/j.1532-5415.1993.tb06711.x,The Seattle FICSIT/MoveIt study: the effect of exercise on gait and balance in older adults.,1993,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/8440857/,Community/primary-care frailty RCT candidate
